Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
1596	0	-2603065	-2602103	-961.5318	0.3622109	9.427488	0.0430434	0.09120524	0.2710057	1.90185	1.90185	0.272894	0	0.22872	0.226636	0	0.27175	0.272894	0.22872	0.226636	0.27175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282886	0.216424	0.216781	0.283908	0.5876782	0.191866	17.53673	1.03959	1.10162	6.72463	9.22942	5.13805	0.842103	0.3298	0.854233	0.762942	0.139078	1.8115	0.668969	13.4717	0.2518015
1597	1	-2603031	-2602108	-923.3496	0.4747848	3.197839	0.05231392	0.1482389	0.3265459	1.567567	1.567567	0.270494	0	0.229057	0.226163	0	0.274285	0.270494	0.229057	0.226163	0.274285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283775	0.216511	0.216118	0.283597	0.6226109	0.4055871	13.93951	3.72997	2.08329	6.96013	2.90977	0.572614	0.568676	0.977969	1.1845	0.0733611	0.293537	2.08272	1.18734	11.1815	0.3122234
1598	0	-2603056	-2602106	-950.3238	0.4324232	2.198585	0.0430567	0.05457636	0.3778468	1.899387	1.899387	0.271426	0	0.228835	0.22686	0	0.272879	0.271426	0.228835	0.22686	0.272879	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283851	0.215981	0.215973	0.284195	0.7360758	0.3127788	16.99865	7.70046	1.73741	5.10103	8.16938	3.16811	0.715112	0.919442	1.19333	0.093023	0.406415	1.8229	0.338643	14.0091	0.1262105
1599	1	-2603035	-2602108	-926.9518	0.4658386	2.435077	0.05238034	0.06888593	0.3969527	1.563973	1.563973	0.27025	0	0.228957	0.227275	0	0.273518	0.27025	0.228957	0.227275	0.273518	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284598	0.216753	0.215651	0.282997	0.574402	0.2909542	25.87568	5.71387	2.98396	7.42778	6.31276	3.89973	2.72785	0.785789	0.818618	0.104426	0.578494	4.47915	1.63154	17.2193	0.1478751
1600	0	-2603058	-2602104	-954.1374	0.3375908	1.609101	0.0430293	0.009855269	0.3277356	1.915566	1.915566	0.270896	0	0.229864	0.226462	0	0.272777	0.270896	0.229864	0.226462	0.272777	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283574	0.216812	0.216178	0.283436	0.6501079	0.1741394	15.24823	7.23765	3.00644	6.75676	5.22585	0.551411	1.03698	1.31233	1.91152	0.650124	2.65558	3.60152	0.65224	15.1504	0.02919294
1601	1	-2603027	-2602101	-926.3863	0.4801304	3.017886	0.05253868	0.02158831	0.4585421	1.565196	1.565196	0.271077	0	0.229986	0.226555	0	0.272382	0.271077	0.229986	0.226555	0.272382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283267	0.216729	0.217036	0.282968	0.6316585	0.255247	26.05104	2.28864	0.203474	6.60792	3.55907	2.2454	0.439524	0.343087	1.33447	0.0943494	1.38988	3.05064	2.54303	17.3238	0.04496344
1602	0	-2603061	-2602105	-956.0201	0.3442667	1.776499	0.04291905	0.01802934	0.3262374	1.91202	1.91202	0.27233	0	0.229088	0.22602	0	0.272562	0.27233	0.229088	0.22602	0.272562	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282967	0.216348	0.21673	0.283954	0.6588149	0.2629952	27.28637	8.37545	4.70747	6.24693	1.92647	0.0949466	4.24079	0.449308	0.97937	0.662262	2.82202	3.74593	1.01171	22.916	0.05237026
1603	1	-2603024	-2602106	-918.4508	0.6630242	3.409621	0.05265777	0.04757858	0.6154457	1.553766	1.553766	0.269859	0	0.230681	0.225992	0	0.273468	0.269859	0.230681	0.225992	0.273468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283678	0.216701	0.216834	0.282788	0.5865149	0.2592724	13.82112	0.602319	0.635972	4.99755	3.82918	2.78621	0.624044	0.958164	1.19466	0.459056	0.622209	4.81771	0.152342	8.03764	0.07175995
1604	0	-2603058	-2602105	-953.7008	0.5949624	2.436436	0.04299168	0.08442672	0.5105357	1.911201	1.911201	0.271163	0	0.229198	0.226808	0	0.272831	0.271163	0.229198	0.226808	0.272831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282954	0.216961	0.21624	0.283845	0.60804	0.3257778	14.62672	5.76714	4.01638	7.87935	6.80208	0.865309	0.43176	1.03268	0.968387	1.41846	1.2589	3.41474	0.425039	14.4556	0.1419026
1605	1	-2603034	-2602109	-925.5665	0.3578235	2.90322	0.05266314	0.1095347	0.2482889	1.554705	1.554705	0.273337	0	0.23015	0.225795	0	0.270718	0.273337	0.23015	0.225795	0.270718	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283481	0.215947	0.21712	0.283452	0.5081228	0.3589587	22.99131	0.941938	2.64928	7.0547	6.83272	0.703078	1.27195	1.46884	2.28931	2.21135	0.464573	2.06636	3.08347	15.0134	0.3061136
1606	0	-2603073	-2602113	-960.3999	0.4654103	1.686191	0.0432559	0.03525993	0.4301504	1.90644	1.90644	0.273974	0	0.228427	0.226418	0	0.271182	0.273974	0.228427	0.226418	0.271182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282391	0.216057	0.217425	0.284126	0.7624561	0.3998752	19.50397	2.89093	0.897037	5.19844	8.59452	1.54858	0.238012	1.66232	2.10134	0.248134	0.513234	2.5569	0.974274	18.7877	0.07576095
1607	1	-2603034	-2602104	-930.3671	0.3893767	2.377597	0.05271064	0.06096071	0.3284159	1.552248	1.552248	0.272838	0	0.230334	0.225858	0	0.27097	0.272838	0.230334	0.225858	0.27097	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282926	0.216372	0.216822	0.283879	0.5958419	0.4105369	26.78212	0.3894	1.08052	5.44445	2.20935	0.809911	1.18305	1.47212	1.12837	2.02336	0.487484	2.92543	0.739632	22.8552	0.1565597
1608	0	-2603062	-2602106	-956.3395	0.5502159	4.602456	0.04302232	0.06704245	0.4831735	1.902837	1.902837	0.271099	0	0.229559	0.226265	0	0.273077	0.271099	0.229559	0.226265	0.273077	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282552	0.21738	0.217217	0.282851	0.6813356	0.3266265	20.45595	5.55212	3.10424	9.56429	5.72756	1.35872	2.85644	1.53399	2.58321	0.123767	0.584903	4.7052	1.9621	13.8584	0.1218475
1609	1	-2603040	-2602106	-933.2478	0.375697	4.451494	0.05319977	0.05146753	0.3242295	1.553326	1.553326	0.271182	0	0.229169	0.226534	0	0.273114	0.271182	0.229169	0.226534	0.273114	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283586	0.217197	0.215938	0.28328	0.7847123	0.4154322	23.24396	0.0562192	0.369987	6.9973	6.97647	0.763882	0.336383	0.536252	1.27027	0.0694468	1.84132	3.85241	0.154387	19.3206	0.1369921
1610	0	-2603059	-2602106	-952.6097	0.3986886	3.321858	0.04309214	0.02880753	0.369881	1.904125	1.904125	0.27238	0	0.229083	0.226284	0	0.272253	0.27238	0.229083	0.226284	0.272253	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283584	0.217226	0.216415	0.282774	0.6774811	0.1811717	20.72041	6.94335	7.25381	7.20935	3.2903	0.676581	2.54102	1.02259	1.55559	1.58103	2.27866	4.58812	1.52005	11.9107	0.07225573
1611	1	-2603026	-2602104	-922.7109	0.4428208	2.990322	0.05309244	0.09812303	0.3446978	1.547169	1.547169	0.271168	0	0.22984	0.225665	0	0.273326	0.271168	0.22984	0.225665	0.273326	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283017	0.217581	0.216386	0.283017	0.6715974	0.2724453	23.01477	0.175558	0.665859	7.16847	6.26483	0.61801	4.45024	1.19137	1.4797	0.0491923	0.433534	3.8141	0.234814	20.9348	0.2215863
1612	0	-2603061	-2602107	-954.5421	0.368055	2.029402	0.04288202	0.02109194	0.3469631	1.912404	1.912404	0.271853	0	0.229636	0.226521	0	0.27199	0.271853	0.229636	0.226521	0.27199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283042	0.217124	0.216512	0.283322	0.6336718	0.1780135	23.96268	1.15139	0.810778	6.04999	2.87384	1.28086	1.27097	0.317343	0.853249	0.251252	1.84502	3.41676	1.134	22.2231	0.05730648
1613	1	-2603030	-2602103	-927.6227	0.5387392	3.572806	0.05316774	0.09690747	0.4418318	1.548237	1.548237	0.271934	0	0.2298	0.226614	0	0.271653	0.271934	0.2298	0.226614	0.271653	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282665	0.217087	0.2168	0.283448	0.6267312	0.2990851	27.03468	0.47687	0.270729	6.28233	2.85454	1.00088	0.705323	0.489838	0.863566	0.11371	1.8462	3.60634	0.584086	14.8818	0.1798783
1614	0	-2603053	-2602102	-951.3213	0.5880913	2.630553	0.04315922	0.07020145	0.5178898	1.900473	1.900473	0.272138	0	0.230104	0.225315	0	0.272443	0.272138	0.230104	0.225315	0.272443	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282861	0.216582	0.216825	0.283732	0.6726368	0.227794	28.06122	6.91576	0.822007	8.29634	7.80565	1.71354	1.80374	0.630778	2.11298	0.0911884	0.0750776	2.51741	1.53289	17.9941	0.1193717
1615	1	-2603045	-2602107	-937.5765	0.4178469	3.567047	0.05310838	0.1347828	0.2830641	1.546961	1.546961	0.272186	0	0.22882	0.225839	0	0.273155	0.272186	0.22882	0.225839	0.273155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283235	0.216284	0.216359	0.284122	0.5760079	0.2516963	26.48014	1.08039	0.919594	6.9409	5.16655	0.631466	1.7164	1.29541	1.54865	0.922186	2.37538	4.41322	0.807735	23.0295	0.322565
1616	0	-2603051	-2602104	-946.9332	0.2666567	2.086779	0.04302957	0.000323363	0.2663333	1.903043	1.903043	0.272191	0	0.229106	0.225767	0	0.272936	0.272191	0.229106	0.225767	0.272936	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283235	0.216425	0.216753	0.283587	0.5983162	0.3219435	27.76092	0.814242	8.51125	9.02727	5.32585	1.82548	1.0108	0.847548	2.09593	0.161216	0.357418	4.8205	1.25061	13.9214	0.001212657
1617	1	-2603025	-2602104	-920.4174	0.4617258	2.001931	0.05318896	0.04313145	0.4185944	1.536014	1.536014	0.272208	0	0.228469	0.226848	0	0.272474	0.272208	0.228469	0.226848	0.272474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282851	0.21607	0.216687	0.284392	0.529176	0.3018139	21.67606	0.484731	0.277098	5.48445	3.44256	1.34855	3.14023	1.33368	1.66358	1.08757	2.76559	4.5193	0.334269	13.6387	0.09341356
1618	0	-2603068	-2602107	-961.2572	0.1576062	4.333694	0.04296753	0.02791793	0.1296882	1.903519	1.903519	0.272666	0	0.228951	0.227019	0	0.271364	0.272666	0.228951	0.227019	0.271364	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282915	0.216591	0.216691	0.283804	0.7375857	0.374753	23.82086	0.14121	4.06047	5.16599	5.03527	1.72777	1.0552	0.552849	2.36947	0.295283	2.12715	3.43924	0.566603	23.0223	0.1771373
1619	1	-2603043	-2602103	-939.3266	0.4767348	5.243384	0.05308232	0.02215654	0.4545782	1.545256	1.545256	0.271936	0	0.229179	0.226314	0	0.272571	0.271936	0.229179	0.226314	0.272571	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282717	0.216871	0.216519	0.283894	0.6435889	0.1948582	25.84209	1.61986	2.21276	5.21215	5.0921	0.969728	2.11256	0.608946	0.995062	1.33556	0.150149	3.11504	4.24833	17.0671	0.0464756
1620	0	-2603061	-2602104	-956.3617	0.6060589	2.116715	0.04319354	0.1126128	0.493446	1.902009	1.902009	0.271779	0	0.229525	0.226718	0	0.271977	0.271779	0.229525	0.226718	0.271977	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283299	0.216394	0.216683	0.283624	0.6549226	0.211409	16.3082	1.35406	2.29629	7.34285	6.25573	1.1254	1.03487	0.700987	1.11144	1.11573	1.2474	1.92454	4.60892	13.8581	0.1858117
1621	1	-2603043	-2602108	-935.4882	0.3123525	3.939327	0.05332012	0.02223297	0.2901196	1.536467	1.536467	0.271893	0	0.229393	0.227096	0	0.271618	0.271893	0.229393	0.227096	0.271618	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283112	0.21671	0.216966	0.283212	0.5880886	0.1457625	23.12197	1.70394	0.3858	6.96751	2.70987	2.27989	0.402483	1.17831	1.57911	1.20481	2.07003	2.99028	1.74258	20.9231	0.0711791
1622	0	-2603065	-2602107	-958.3274	0.1933323	3.121149	0.04300171	0.03418149	0.1591508	1.915518	1.915518	0.272588	0	0.22928	0.226581	0	0.271551	0.272588	0.22928	0.226581	0.271551	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283543	0.215792	0.216865	0.2838	0.7254213	0.2296739	28.30159	0.897497	6.98476	5.76849	4.61958	0.288885	1.55193	1.78261	2.36808	1.14042	0.14081	2.89491	1.48372	22.9381	0.1768018
1623	1	-2603025	-2602103	-922.566	0.5025368	3.957882	0.05317331	0.01932495	0.4832119	1.543858	1.543858	0.273059	0	0.229095	0.225829	0	0.272018	0.273059	0.229095	0.225829	0.272018	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283057	0.216707	0.216659	0.283577	0.5278537	0.3612313	17.60182	2.1588	1.25009	7.3633	2.39307	0.402441	0.264302	1.35982	0.952931	2.05621	1.26351	3.81575	0.193086	13.6601	0.03845478
1624	0	-2603068	-2602106	-962.6519	0.3242268	2.839248	0.04290984	0.03341463	0.2908122	1.917954	1.917954	0.272575	0	0.228639	0.226232	0	0.272555	0.272575	0.228639	0.226232	0.272555	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283394	0.216726	0.216479	0.2834	0.632476	0.2304586	28.74268	4.57252	3.3414	7.27298	9.48798	0.437058	1.21012	1.55097	1.53704	0.763986	0.756686	4.13143	1.1797	21.7315	0.1030594
1625	1	-2603036	-2602105	-931.0169	0.5087546	7.857763	0.05333176	0.03122706	0.4775275	1.537404	1.537404	0.272099	0	0.229251	0.225813	0	0.272837	0.272099	0.229251	0.225813	0.272837	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283061	0.216047	0.216663	0.284229	0.7581465	0.429927	17.46364	1.79382	0.650965	7.11613	5.57184	0.2707	2.04514	1.22367	1.18985	1.83755	1.28813	2.15271	1.01471	12.1124	0.06137942
1626	0	-2603064	-2602109	-954.975	0.4244677	3.767234	0.04284237	0.03802308	0.3864446	1.911273	1.911273	0.273354	0	0.229446	0.227217	0	0.269982	0.273354	0.229446	0.227217	0.269982	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282876	0.216322	0.216487	0.284314	0.5914854	0.3699147	27.45507	8.75492	9.01086	9.40276	6.16841	0.369102	0.418944	1.26553	1.03429	0.224977	2.61822	2.10838	0.921266	16.8124	0.08957826
1627	1	-2603032	-2602104	-928.1019	0.5521397	2.907151	0.05303044	0.1431144	0.4090253	1.550421	1.550421	0.271877	0	0.230087	0.226067	0	0.271969	0.271877	0.230087	0.226067	0.271969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283007	0.216858	0.216545	0.283591	0.6082785	0.4144148	26.44008	5.08243	0.837194	6.0774	3.45678	3.1918	1.44742	1.0663	1.95524	0.192825	0.355202	3.94764	0.741335	11.986	0.2591997
1628	0	-2603064	-2602107	-956.8871	0.5127673	1.972058	0.04277759	0.2350707	0.2776966	1.916827	1.916827	0.271528	0	0.229783	0.226404	0	0.272285	0.271528	0.229783	0.226404	0.272285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282975	0.216339	0.217109	0.283577	0.768224	0.2466272	27.47819	8.71096	7.22231	5.41203	5.84878	0.978354	1.51559	0.634083	1.80602	0.223552	0.522683	4.40107	2.58535	21.7347	0.4584355
1629	1	-2603017	-2602103	-914.3017	0.6231556	2.732385	0.05270801	0.08671797	0.5364377	1.557391	1.557391	0.27216	0	0.22903	0.22666	0	0.272151	0.27216	0.22903	0.22666	0.272151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283782	0.216606	0.216662	0.282949	0.610956	0.2494989	27.07317	3.8428	0.547028	7.78588	5.78321	1.41214	2.68075	1.27544	1.05956	0.0639078	0.687017	4.42148	0.191672	9.45061	0.1391594
1630	0	-2603056	-2602105	-951.0205	0.2926	1.953467	0.0428322	0.003041291	0.2895587	1.91984	1.91984	0.271268	0	0.230144	0.226144	0	0.272444	0.271268	0.230144	0.226144	0.272444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282944	0.216844	0.216877	0.283336	0.6777884	0.1339941	21.9605	0.846878	2.4313	7.48395	6.07722	0.982245	1.1943	0.494228	1.35741	0.514049	0.200735	4.78454	3.48011	13.3918	0.01039402
1631	1	-2603029	-2602104	-925.0125	0.3423862	3.375372	0.05259256	0.01139649	0.3309897	1.557391	1.557391	0.27298	0	0.228483	0.225959	0	0.272578	0.27298	0.228483	0.225959	0.272578	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28341	0.216799	0.21659	0.283201	0.7412864	0.5564075	18.13064	2.33467	0.641803	6.96551	6.06395	0.511653	3.09266	0.769081	0.880387	2.39406	0.522902	2.92667	0.0914751	14.3288	0.0332855
1632	0	-2603064	-2602107	-956.8561	0.3909379	1.91914	0.04258334	0.01533282	0.3756051	1.925359	1.925359	0.272411	0	0.229652	0.226886	0	0.271051	0.272411	0.229652	0.226886	0.271051	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283101	0.216355	0.216831	0.283713	0.5755719	0.3610561	19.43742	0.960572	3.6809	6.4019	9.137	1.81516	1.12981	0.355267	1.9386	2.26859	0.397315	4.52179	1.84206	11.4903	0.03922059
1633	1	-2603035	-2602101	-933.9846	0.8224089	4.361657	0.05250548	0.01026685	0.812142	1.557391	1.557391	0.272493	0	0.229249	0.225865	0	0.272394	0.272493	0.229249	0.225865	0.272394	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283528	0.216728	0.216425	0.283318	0.6350084	0.1459513	23.49552	1.69377	0.0951945	6.34115	4.54305	0.266876	4.89815	1.4695	1.32275	0.824037	0.319162	3.55839	0.955134	17.8509	0.01248387
1634	0	-2603059	-2602101	-958.1362	0.2334078	2.545985	0.04289704	0.007981148	0.2254267	1.906212	1.906212	0.271426	0	0.23004	0.226174	0	0.27236	0.271426	0.23004	0.226174	0.27236	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283116	0.216927	0.216466	0.283491	0.6451387	0.1190888	21.41852	8.06856	3.38981	7.07754	7.51137	0.878136	1.42773	0.749323	1.89072	1.65677	3.1493	2.84205	1.70282	19.4061	0.034194
1635	1	-2603033	-2602107	-925.6051	0.3606663	4.900952	0.05222313	0.02517669	0.3354896	1.570909	1.570909	0.271071	0	0.228815	0.226784	0	0.273329	0.271071	0.228815	0.226784	0.273329	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283789	0.216535	0.216742	0.282934	0.5557706	0.2929424	17.19904	1.64879	0.438757	7.35202	3.29015	0.282396	0.214727	1.25352	0.825273	1.64964	3.1653	3.41945	1.33304	13.6212	0.06980605
1636	0	-2603063	-2602108	-955.0642	0.3325291	2.110931	0.0430052	0.03649619	0.2960329	1.914809	1.914809	0.270921	0	0.230416	0.226658	0	0.272005	0.270921	0.230416	0.226658	0.272005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283279	0.216627	0.217422	0.282672	0.5662303	0.216681	27.47383	7.46577	5.42326	9.39666	6.43151	2.6776	0.813332	0.922447	1.21415	0.249438	0.733296	2.16886	2.40228	18.2032	0.1097534
1637	1	-2603044	-2602108	-936.3174	0.5295188	7.79303	0.05235464	0.07753507	0.4519838	1.571025	1.571025	0.271771	0	0.230145	0.226478	0	0.271606	0.271771	0.230145	0.226478	0.271606	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283297	0.216113	0.217107	0.283483	0.5752415	0.2438198	17.16616	7.42055	0.337987	7.52099	5.46966	0.777301	0.336039	0.397087	0.902269	1.50996	0.759825	3.27382	1.16625	13.137	0.1464255
1638	0	-2603063	-2602104	-958.5708	0.4064557	2.352554	0.04281895	0.06405923	0.3423965	1.913067	1.913067	0.273455	0	0.228821	0.227236	0	0.270488	0.273455	0.228821	0.227236	0.270488	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28285	0.216213	0.21692	0.284017	0.5446247	0.2861688	24.29785	0.237794	6.3541	5.76925	7.15527	4.21439	0.270316	1.07797	2.08342	1.12048	1.4524	3.59536	2.03578	22.8227	0.1576044
1639	1	-2603038	-2602108	-930.0135	0.3709293	3.258743	0.05218148	0.04732714	0.3236021	1.570827	1.570827	0.271475	0	0.230589	0.225497	0	0.272439	0.271475	0.230589	0.225497	0.272439	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282761	0.217385	0.21632	0.283535	0.5110888	0.3521119	19.8809	0.773393	0.685681	7.24332	4.01199	1.28096	0.884655	0.741989	1.39167	0.371384	1.16966	1.97612	0.388525	18.8099	0.1275907
1640	0	-2603063	-2602102	-960.2512	0.3398557	2.724777	0.04278073	0.0235445	0.3163112	1.91964	1.91964	0.271605	0	0.229717	0.226412	0	0.272265	0.271605	0.229717	0.226412	0.272265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283137	0.216565	0.216103	0.284195	0.6726926	0.1271063	28.40558	0.773719	6.02121	5.00903	7.20638	3.78047	0.744272	1.72741	1.6501	0.481063	2.91717	3.66189	0.889797	22.8875	0.06927792
1641	1	-2603031	-2602107	-923.6185	0.3098925	3.996081	0.05221768	0.00378588	0.3061067	1.567462	1.567462	0.27177	0	0.22872	0.226547	0	0.272964	0.27177	0.22872	0.226547	0.272964	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284343	0.215678	0.216565	0.283414	0.5632426	0.3943231	25.29895	0.549117	1.93607	5.67854	4.45254	1.21015	4.71491	0.435024	1.26785	2.49213	1.37283	2.77588	0.135538	11.8645	0.01221675
1642	0	-2603064	-2602106	-958.4857	0.5404576	1.815384	0.04251427	0.1199685	0.420489	1.929158	1.929158	0.272825	0	0.228777	0.226166	0	0.272232	0.272825	0.228777	0.226166	0.272232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283016	0.216103	0.21677	0.284111	0.6694612	0.2258361	24.35418	1.82724	6.24704	6.74409	2.71564	2.23385	2.15753	0.614528	1.63049	0.391648	2.30571	4.37306	0.890435	16.1143	0.2219759
1643	1	-2603037	-2602107	-930.1382	0.7437569	3.363255	0.05257999	0.44975	0.2940069	1.560392	1.560392	0.271473	0	0.230143	0.226605	0	0.271779	0.271473	0.230143	0.226605	0.271779	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282762	0.216462	0.217232	0.283544	0.4652424	0.2822516	25.52055	0.53649	0.722712	5.22092	2.80259	0.981931	2.15829	1.4564	1.03834	0.690979	0.123408	3.82179	0.578827	13.6673	0.6047003
1644	0	-2603066	-2602106	-959.4817	0.327916	1.734186	0.04245887	0.02358916	0.3043269	1.922845	1.922845	0.271451	0	0.229158	0.22615	0	0.273241	0.271451	0.229158	0.22615	0.273241	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283414	0.216843	0.21618	0.283563	0.582087	0.1716343	23.30865	0.567966	5.34953	4.97124	7.96282	1.91615	1.09387	1.66254	1.82819	0.0192502	1.23541	3.51198	0.504472	16.5761	0.07193657
1645	1	-2603033	-2602111	-921.7675	0.7046289	2.907116	0.0525283	0.03922058	0.6654084	1.568615	1.568615	0.271068	0	0.229657	0.226518	0	0.272757	0.271068	0.229657	0.226518	0.272757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282702	0.217581	0.216115	0.283601	0.6559544	0.5745972	27.43414	1.50974	0.249053	5.22623	3.3994	1.6413	0.36843	0.842918	1.0127	1.60417	0.779575	2.88365	1.14576	8.13203	0.05566132
1646	0	-2603075	-2602111	-964.0912	0.4931263	1.701781	0.04242394	0.003035688	0.4900906	1.937838	1.937838	0.272131	0	0.228786	0.226733	0	0.27235	0.272131	0.228786	0.226733	0.27235	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283762	0.216392	0.216186	0.28366	0.6202245	0.2382508	28.50224	0.345073	8.35958	6.40118	4.52133	2.81049	2.3992	0.791008	1.16516	0.931426	2.33548	4.88308	2.44858	23.0008	0.006156005
1647	1	-2603025	-2602107	-918.8381	0.7693205	2.019813	0.05281361	0.1926791	0.5766414	1.553645	1.553645	0.272208	0	0.228925	0.227038	0	0.271829	0.272208	0.228925	0.227038	0.271829	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28374	0.21634	0.216152	0.283769	0.6314789	0.2470272	25.58437	0.724878	1.08902	5.70575	3.5809	1.94987	1.39121	0.632343	0.906901	0.19255	1.14501	4.05188	0.313066	12.1931	0.2504536
1648	0	-2603070	-2602107	-963.3902	0.4111552	2.463482	0.04226264	0.07097232	0.3401829	1.936739	1.936739	0.273012	0	0.229917	0.225913	0	0.271158	0.273012	0.229917	0.225913	0.271158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282982	0.216738	0.216321	0.28396	0.6622943	0.1883374	25.57672	0.340482	9.09345	6.68798	8.35848	3.71767	1.89376	0.369386	2.05876	0.754249	0.86908	2.15503	4.60318	22.9619	0.1726168
1649	1	-2603033	-2602106	-927.2089	0.3737939	3.397695	0.05294556	0.004240188	0.3695537	1.552822	1.552822	0.272003	0	0.229333	0.22691	0	0.271754	0.272003	0.229333	0.22691	0.271754	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283024	0.21624	0.217344	0.283392	0.7100975	0.1966571	25.88606	0.579678	1.72686	5.39172	7.44685	1.15444	0.508084	0.790461	1.10784	0.0975452	0.775579	3.84834	0.276961	21.7016	0.01134365
1650	0	-2603058	-2602105	-952.8235	0.4250921	1.879571	0.04219331	0.006014255	0.4190779	1.942504	1.942504	0.272247	0	0.230902	0.225118	0	0.271733	0.272247	0.230902	0.225118	0.271733	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282875	0.216783	0.217017	0.283325	0.617114	0.2766953	25.55629	0.694755	8.0096	7.61907	5.67696	2.86394	0.771475	0.606722	1.21149	2.02634	0.611335	2.49067	2.01351	15.4274	0.01414812
1651	1	-2603035	-2602103	-932.2446	0.5859861	3.972641	0.05314059	0.2593706	0.3266155	1.546305	1.546305	0.271866	0	0.229217	0.226974	0	0.271943	0.271866	0.229217	0.226974	0.271943	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283131	0.216316	0.216955	0.283599	0.5644552	0.1638009	25.9446	0.113427	0.947398	5.16521	4.33828	1.0871	0.39999	0.94806	1.3182	0.0600762	0.438271	3.3989	0.645203	21.2303	0.4426225
1652	0	-2603058	-2602103	-954.5162	0.2841843	1.970182	0.04210046	0.03816476	0.2460196	1.946104	1.946104	0.271796	0	0.228935	0.227414	0	0.271855	0.271796	0.228935	0.227414	0.271855	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283504	0.216025	0.21655	0.283921	0.5636529	0.2824574	26.73092	0.736965	3.77727	5.28619	5.85961	1.03109	0.475796	1.05641	0.786388	1.7209	3.1703	4.70414	0.215315	21.4588	0.1342958
