Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth	clock_morpho	clock_nuclear	death	diversification	divtime_dirus	divtime_jackals	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_transv[1]	er_transv[2]	er_transv[3]	er_transv[4]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	pi[1]	pi[2]	pi[3]	pi[4]	pi_scale	psi	root_time	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
184	0	-2603060	-2602103	-957.1282	0.5260298	3.37381	0.04508859	0.0249957	0.5010341	1.820045	1.820045	0.271574	0	0.229611	0.226206	0	0.27261	0.271574	0.229611	0.226206	0.27261	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283686	0.216792	0.21622	0.283302	0.6186744	0.2807778	18.20348	9.92912	0.190918	10.199	9.61464	2.03472	1.55806	0.347804	1.98031	1.04835	0.378062	3.99959	2.19514	9.06941	0.04751765
185	1	-2603023	-2602105	-918.1317	0.5515041	3.782434	0.06093821	0.05406625	0.4974379	1.339633	1.339633	0.271674	0	0.228908	0.22744	0	0.271977	0.271674	0.228908	0.22744	0.271977	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283098	0.216736	0.216918	0.283248	0.6573882	0.4885559	25.27846	8.10368	5.11766	5.36817	1.97224	0.333552	3.72575	0.577674	0.79582	0.0817464	2.33944	4.36147	2.53677	11.9782	0.09803416
186	0	-2603061	-2602106	-954.678	0.5038742	1.931761	0.04506484	0.2341093	0.2697649	1.828003	1.828003	0.271705	0	0.229445	0.226204	0	0.272646	0.271705	0.229445	0.226204	0.272646	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283294	0.216519	0.216364	0.283823	0.7355387	0.3115661	20.40024	9.42899	3.10282	9.16372	10.1334	5.10606	4.23198	1.00047	1.6951	0.209104	1.71151	4.39551	5.07297	8.67456	0.4646186
187	1	-2603021	-2602105	-915.5635	0.4185157	3.126497	0.06087636	0.01485447	0.4036612	1.347866	1.347866	0.271228	0	0.228754	0.227405	0	0.272614	0.271228	0.228754	0.227405	0.272614	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283371	0.216244	0.216569	0.283817	0.6966289	0.3915137	16.50304	10.9439	2.76498	5.33897	2.04096	0.28677	4.02853	1.34337	1.81658	0.125839	1.07505	3.29215	5.24479	13.5486	0.03549321
188	0	-2603062	-2602109	-953.1297	0.4374623	1.981587	0.04523371	0.1024923	0.33497	1.804962	1.804962	0.271335	0	0.229481	0.225302	0	0.273882	0.271335	0.229481	0.225302	0.273882	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28355	0.21633	0.216738	0.283383	0.646478	0.2403356	22.31558	10.0277	0.354978	6.33522	7.8012	3.9981	3.15024	1.60846	2.27491	0.6386	0.31306	2.84053	0.217114	10.4493	0.2342883
189	1	-2603028	-2602107	-920.5148	0.5673338	3.62295	0.06078548	0.07165329	0.4956805	1.346246	1.346246	0.270813	0	0.228704	0.227576	0	0.272908	0.270813	0.228704	0.227576	0.272908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284049	0.215791	0.216045	0.284115	0.5081828	0.5609065	27.24181	7.61324	1.23484	5.17181	4.69237	0.956489	3.78891	1.63906	0.804351	1.69342	0.982854	4.54589	1.72944	8.13409	0.1262983
190	0	-2603069	-2602105	-964.1855	0.4195317	2.14316	0.04532656	0.131889	0.2876427	1.807999	1.807999	0.272107	0	0.228508	0.226887	0	0.272498	0.272107	0.228508	0.226887	0.272498	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28325	0.216697	0.216727	0.283326	0.6184205	0.1282072	28.441	9.90287	3.43523	7.98562	1.98756	4.46735	0.533519	1.25584	0.919103	1.77295	0.161632	2.7602	3.69352	22.9226	0.314372
191	1	-2603027	-2602107	-920.4262	0.3046509	2.497135	0.06069711	0.04820999	0.2564409	1.347553	1.347553	0.270122	0	0.229689	0.226542	0	0.273647	0.270122	0.229689	0.226542	0.273647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28333	0.217383	0.216749	0.282538	0.5534553	0.4385829	16.76657	6.78581	0.280066	4.96011	3.58483	1.56158	2.37524	1.50884	1.83533	0.718383	2.03087	3.76446	4.75228	12.0003	0.1582467
192	0	-2603072	-2602106	-965.7663	0.3007031	2.630242	0.04506339	0.05804085	0.2426623	1.814902	1.814902	0.272895	0	0.229113	0.22616	0	0.271832	0.272895	0.229113	0.22616	0.271832	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283225	0.216352	0.217238	0.283185	0.7105857	0.1708675	28.97601	1.92937	6.04651	8.83006	2.91225	4.95911	0.724438	0.678594	1.1466	0.191901	2.3419	3.85303	1.73757	21.5997	0.1930171
193	1	-2603032	-2602104	-928.0741	0.6894283	2.081168	0.06126089	0.1143278	0.5751006	1.337715	1.337715	0.27075	0	0.229769	0.226567	0	0.272914	0.27075	0.229769	0.226567	0.272914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283838	0.216662	0.216455	0.283045	0.6006463	0.1901763	17.55858	10.9807	0.170131	6.22581	5.39511	3.39453	4.10145	1.49262	0.987645	0.0936218	1.10211	3.62687	1.93346	16.7114	0.1658298
194	0	-2603060	-2602104	-955.9944	0.5523461	2.845283	0.04506279	0.09024032	0.4621058	1.823369	1.823369	0.273038	0	0.229118	0.225522	0	0.272321	0.273038	0.229118	0.225522	0.272321	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2833	0.216684	0.216637	0.283379	0.5804877	0.1950014	19.61074	8.15852	7.43308	6.54757	5.71068	1.29924	0.845549	1.23776	1.59254	0.235792	2.96242	3.38429	0.814249	11.3918	0.1633764
195	1	-2603021	-2602106	-915.0728	0.6020513	4.857674	0.06125098	0.005176808	0.5968745	1.337715	1.337715	0.271823	0	0.228867	0.226718	0	0.272591	0.271823	0.228867	0.226718	0.272591	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284209	0.215645	0.216628	0.283517	0.6717828	0.3323236	20.2849	7.26911	0.562874	5.91736	5.16981	2.16114	1.38351	0.603438	1.15838	0.0408421	0.404642	3.17741	0.509684	8.23908	0.008598616
196	0	-2603065	-2602110	-955.0354	0.2504737	3.190543	0.04531889	0.02178445	0.2286893	1.800246	1.800246	0.270117	0	0.229983	0.227169	0	0.272731	0.270117	0.229983	0.227169	0.272731	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283735	0.216402	0.216573	0.28329	0.5607162	0.311565	29.20069	9.99213	3.16583	5.24155	2.09488	0.264922	1.28735	0.809201	2.49957	1.75552	0.987596	4.48733	0.460294	11.7167	0.08697299
197	1	-2603026	-2602103	-922.5904	0.4220875	3.93021	0.06111618	0.00662779	0.4154597	1.3396	1.3396	0.271023	0	0.229904	0.226922	0	0.272152	0.271023	0.229904	0.226922	0.272152	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28283	0.217105	0.216676	0.283389	0.5837606	0.1630193	23.31692	8.86829	5.46434	5.49468	3.90632	0.637853	0.35735	0.788491	0.885315	0.0366832	0.104547	2.08346	0.571283	17.8567	0.01570241
198	0	-2603053	-2602105	-947.9435	0.4975718	1.678831	0.04522213	0.07558379	0.421988	1.816873	1.816873	0.271159	0	0.229824	0.226082	0	0.272935	0.271159	0.229824	0.226082	0.272935	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283694	0.217196	0.216071	0.28304	0.7619555	0.3507562	14.26266	10.7535	4.01032	8.90082	5.07266	0.954495	1.08944	0.467893	0.89428	0.923169	1.0313	1.91403	2.54434	12.2647	0.1519053
199	1	-2603022	-2602103	-919.6714	0.2631781	4.243605	0.06133245	0.04184054	0.2213376	1.342562	1.342562	0.272517	0	0.229015	0.2268	0	0.271668	0.272517	0.229015	0.2268	0.271668	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2835	0.216323	0.216698	0.283479	0.5717684	0.4227458	28.66109	9.15696	1.64694	5.02476	3.2045	0.256682	0.609745	0.659803	2.41071	0.0366832	0.236587	2.6696	0.123125	15.0232	0.1589818
200	0	-2603059	-2602105	-953.9434	0.4772069	2.273496	0.0452635	0.1068548	0.3703521	1.815596	1.815596	0.272254	0	0.229966	0.226106	0	0.271674	0.272254	0.229966	0.226106	0.271674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282991	0.21765	0.216824	0.282535	0.6889202	0.2143749	27.04469	10.2436	1.59239	8.6921	6.04266	1.25564	1.50641	1.17593	2.08586	0.241682	0.626366	3.34556	2.13679	16.3019	0.2239171
201	1	-2603028	-2602106	-921.6236	0.3013746	3.379851	0.06100893	0.008084909	0.2932897	1.341707	1.341707	0.272921	0	0.229025	0.225661	0	0.272393	0.272921	0.229025	0.225661	0.272393	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282893	0.216136	0.216837	0.284133	0.5501639	0.4362957	28.85753	7.13472	1.11744	5.61051	3.27613	1.42054	0.292963	0.913886	0.807161	2.16946	1.2278	2.98236	0.491475	19.505	0.02682677
202	0	-2603064	-2602109	-955.4259	0.2684001	2.741241	0.04509556	0.04868807	0.219712	1.814999	1.814999	0.272046	0	0.228827	0.22695	0	0.272177	0.272046	0.228827	0.22695	0.272177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283855	0.216835	0.216319	0.282991	0.6451387	0.1983382	23.76966	11.0233	1.56977	8.04388	5.28365	5.31798	3.44234	0.988237	1.19567	0.509345	1.40325	2.34085	1.91019	22.8794	0.1814011
203	1	-2603036	-2602104	-932.2159	0.494644	5.144432	0.06098625	0.1075149	0.3871291	1.349101	1.349101	0.271844	0	0.229895	0.226302	0	0.27196	0.271844	0.229895	0.226302	0.27196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28273	0.217358	0.21682	0.283092	0.5940057	0.1901128	18.1395	10.8844	0.533422	4.94342	2.22024	1.62951	0.277422	1.49804	0.958257	1.95844	1.27305	3.09649	1.34702	15.9135	0.2173581
204	0	-2603068	-2602105	-962.5586	0.4969889	3.067421	0.04501049	0.3222512	0.1747378	1.814841	1.814841	0.271548	0	0.229401	0.226381	0	0.272669	0.271548	0.229401	0.226381	0.272669	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283737	0.216002	0.216425	0.283837	0.6892072	0.1756532	21.52776	7.1555	0.626582	8.07317	4.37791	1.61702	3.56307	0.301305	0.816832	0.203791	0.436275	3.46458	1.64911	19.5377	0.6484071
205	1	-2603032	-2602106	-926.3817	0.2885792	2.741543	0.06091348	0.01538663	0.2731926	1.346862	1.346862	0.271762	0	0.229905	0.22681	0	0.271523	0.271762	0.229905	0.22681	0.271523	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282878	0.217288	0.216732	0.283101	0.5836979	0.3066761	27.74211	9.43318	0.296014	5.68127	4.84352	0.105357	0.876373	1.20274	1.38776	0.973647	2.75059	4.31521	2.43777	20.737	0.05331858
206	0	-2603074	-2602106	-968.5456	0.6067741	2.745778	0.0453312	0.312809	0.2939651	1.805894	1.805894	0.272567	0	0.229681	0.225827	0	0.271925	0.272567	0.229681	0.225827	0.271925	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283445	0.215963	0.217346	0.283246	0.6397824	0.1088274	24.85617	4.96345	1.51773	8.32362	8.0854	3.30282	1.70529	0.53633	1.59246	0.960685	3.16796	1.90731	1.25494	21.95	0.515528
207	1	-2603027	-2602104	-923.0496	0.2522574	2.076773	0.06092247	0.003913113	0.2483442	1.346862	1.346862	0.271696	0	0.229998	0.225588	0	0.272718	0.271696	0.229998	0.225588	0.272718	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282729	0.217347	0.216744	0.283181	0.5738786	0.2675424	28.68467	10.3144	0.234695	5.25825	4.04361	2.55614	0.449436	1.1588	0.960395	1.04015	0.565669	4.38871	0.238003	22.7506	0.01551238
208	0	-2603076	-2602107	-968.4557	0.3596866	2.916556	0.04526422	0.07395492	0.2857317	1.806634	1.806634	0.272054	0	0.22932	0.225729	0	0.272897	0.272054	0.22932	0.225729	0.272897	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28353	0.216321	0.217004	0.283145	0.5956403	0.1869078	17.65179	10.0014	3.74653	5.58352	5.88537	2.35592	0.709739	1.16879	2.52883	0.214525	1.09458	3.55545	0.578297	16.9347	0.2056093
209	1	-2603033	-2602104	-928.7991	0.598432	1.950291	0.06117936	0.1170686	0.4813634	1.341133	1.341133	0.271772	0	0.229562	0.226231	0	0.272435	0.271772	0.229562	0.226231	0.272435	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282358	0.216698	0.216858	0.284086	0.5633852	0.3695491	18.51054	10.309	0.570094	5.14746	6.4379	5.26922	0.81962	1.28672	2.09179	2.57229	0.391364	2.28216	0.246327	18.022	0.1956256
210	0	-2603066	-2602105	-960.7513	0.5220465	2.014481	0.04575269	0.06314542	0.4589011	1.79681	1.79681	0.27369	0	0.229037	0.225236	0	0.272036	0.27369	0.229037	0.225236	0.272036	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283117	0.216146	0.217086	0.28365	0.5919355	0.2521778	16.49774	11.4317	2.03082	5.17188	2.35186	3.63241	1.64969	1.34635	1.14404	0.855989	2.44104	4.82143	1.59772	15.6261	0.1209575
211	1	-2603032	-2602111	-921.528	0.6468563	2.931491	0.06107012	0.01086956	0.6359868	1.334736	1.334736	0.272351	0	0.230121	0.225361	0	0.272168	0.272351	0.230121	0.225361	0.272168	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283345	0.21668	0.217238	0.282737	0.5529721	0.3424538	22.03204	10.4922	1.66952	6.41699	2.41668	3.68221	1.18905	0.90426	2.51016	0.534475	0.526387	2.15256	0.383931	12.9651	0.01680368
212	0	-2603057	-2602104	-953.0805	0.4262278	1.679658	0.04583609	0.00939217	0.4168357	1.783877	1.783877	0.272744	0	0.229752	0.226278	0	0.271227	0.272744	0.229752	0.226278	0.271227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283201	0.216037	0.217041	0.283721	0.6486522	0.2229562	18.89291	9.93093	5.91008	6.28568	4.48426	2.56911	3.86652	0.615252	1.66936	0.724783	0.221613	2.37487	0.319335	13.3842	0.02203556
213	1	-2603035	-2602104	-930.8991	0.282454	2.866141	0.06124538	0.05509415	0.2273599	1.337122	1.337122	0.271983	0	0.22976	0.226675	0	0.271582	0.271983	0.22976	0.226675	0.271582	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283198	0.216662	0.21704	0.2831	0.674789	0.1946864	22.55646	9.85857	1.31152	5.27933	3.46514	2.15767	0.482051	0.571355	1.68338	2.15881	0.923978	2.54601	0.571539	22.2841	0.1950553
214	0	-2603066	-2602105	-960.2771	0.3807141	1.169382	0.04603066	0.01636522	0.3643489	1.780025	1.780025	0.273731	0	0.228476	0.226687	0	0.271105	0.273731	0.228476	0.226687	0.271105	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282761	0.216529	0.217356	0.283354	0.6919666	0.2435591	18.518	11.2085	2.41726	7.79377	3.02326	1.15458	2.31359	1.06996	0.867824	1.09697	0.309267	3.2023	0.755365	12.2767	0.04298558
215	1	-2603046	-2602106	-939.425	0.4674587	6.24846	0.06114063	0.09511678	0.372342	1.338757	1.338757	0.27102	0	0.229319	0.226885	0	0.272776	0.27102	0.229319	0.226885	0.272776	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283556	0.216936	0.216039	0.28347	0.5589187	0.09214315	23.77825	11.5446	0.621419	5.18523	3.42319	1.53701	2.27652	1.41026	1.7311	0.677942	2.44898	1.82966	0.660152	22.9632	0.2034763
216	0	-2603064	-2602102	-962.1975	0.4379955	3.760766	0.04613354	0.1404753	0.2975203	1.785488	1.785488	0.271901	0	0.228605	0.226674	0	0.27282	0.271901	0.228605	0.226674	0.27282	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283593	0.216564	0.216357	0.283486	0.8055077	0.1468646	20.57336	10.1034	7.81203	7.33328	2.27141	1.10679	2.20495	0.751899	1.88393	1.40092	1.53553	2.79809	1.83398	12.6887	0.320723
217	1	-2603032	-2602104	-927.8262	0.9465195	6.462174	0.06116084	0.1343092	0.8122103	1.34502	1.34502	0.27203	0	0.22904	0.22535	0	0.27358	0.27203	0.22904	0.22535	0.27358	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282563	0.216925	0.216749	0.283763	0.6848008	0.3856886	15.18113	8.11509	0.932307	5.14761	5.94888	0.378714	4.68981	0.733	1.29375	0.192316	1.01832	2.95059	0.201687	12.3725	0.141898
218	0	-2603065	-2602109	-955.8582	0.3520684	5.12718	0.04612537	0.05080157	0.3012669	1.779027	1.779027	0.272294	0	0.228951	0.226329	0	0.272426	0.272294	0.228951	0.226329	0.272426	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283735	0.216259	0.215757	0.284248	0.6824773	0.3174165	28.35829	9.11009	5.283	6.7557	4.25701	3.57146	0.481281	0.781521	1.21418	1.24646	0.239867	2.05558	4.8391	13.6015	0.1442946
219	1	-2603029	-2602102	-926.5328	0.4216738	6.395021	0.06134662	0.01682431	0.4048495	1.33885	1.33885	0.271803	0	0.228693	0.227363	0	0.272141	0.271803	0.228693	0.227363	0.272141	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282859	0.216983	0.216191	0.283967	0.7061125	0.3159555	28.52636	11.5372	1.62464	5.96441	5.07679	1.64343	2.13466	1.34767	1.17287	0.0539358	0.153956	2.91457	0.499244	19.5861	0.03989886
220	0	-2603068	-2602102	-966.2163	0.3783131	1.952614	0.04600081	0.02842412	0.349889	1.779976	1.779976	0.272655	0	0.229317	0.22578	0	0.272248	0.272655	0.229317	0.22578	0.272248	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283401	0.216415	0.216408	0.283775	0.7375837	0.08869055	24.11057	10.7984	2.24451	5.39913	4.71578	1.75388	1.24548	1.7491	1.63353	1.51654	1.3343	3.94438	1.20125	22.5517	0.07513385
221	1	-2603039	-2602102	-936.9997	0.4025906	3.695554	0.06114421	0.1519528	0.2506378	1.342364	1.342364	0.27177	0	0.229774	0.227412	0	0.271045	0.27177	0.229774	0.227412	0.271045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283294	0.216001	0.216591	0.284114	0.6218678	0.2888174	28.72302	7.75683	1.32648	5.36231	1.8211	0.348888	4.87308	0.776789	0.996276	0.989975	0.63158	3.03806	1.33472	23.0168	0.3774375
222	0	-2603061	-2602104	-956.2819	0.4267247	3.103415	0.04601369	0.01699949	0.4097252	1.77265	1.77265	0.271581	0	0.228425	0.227075	0	0.27292	0.271581	0.228425	0.227075	0.27292	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283298	0.21652	0.216718	0.283464	0.571883	0.2957177	20.74444	8.99922	3.51147	7.06285	8.07895	1.89712	2.34706	0.533773	2.25727	0.687885	1.19477	4.22972	1.77998	17.5366	0.03983714
223	1	-2603038	-2602105	-933.211	0.6839959	5.637041	0.06114755	0.2592001	0.4247959	1.346247	1.346247	0.271769	0	0.228902	0.227318	0	0.27201	0.271769	0.228902	0.227318	0.27201	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283045	0.215811	0.217279	0.283865	0.5565364	0.3127046	20.89902	8.52719	1.17945	4.91442	2.52489	1.96016	0.53279	0.618943	1.64261	0.439853	1.77243	2.29755	0.262402	15.8695	0.3789497
224	0	-2603056	-2602102	-954.0619	0.5395653	2.817013	0.04619761	0.02147173	0.5180936	1.776575	1.776575	0.27318	0	0.229329	0.225614	0	0.271877	0.27318	0.229329	0.225614	0.271877	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283051	0.216478	0.217333	0.283138	0.7440051	0.366622	24.09454	10.9427	7.54032	8.177	2.28405	0.881407	1.90441	1.57691	2.42334	0.36961	2.79767	2.19315	0.85712	14.1695	0.0397945
225	1	-2603030	-2602103	-926.8264	0.4227786	3.247083	0.06113579	0.01754796	0.4052307	1.341943	1.341943	0.271964	0	0.228915	0.226734	0	0.272387	0.271964	0.228915	0.226734	0.272387	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28349	0.216721	0.216632	0.283157	0.5539378	0.2413768	25.31117	10.0989	0.152597	5.5001	2.71635	1.07082	0.39969	1.02891	2.22324	1.01183	0.898035	2.31845	0.338344	14.0546	0.04150627
226	0	-2603066	-2602105	-961.8028	0.32143	2.126001	0.04609889	0.1136317	0.2077983	1.771211	1.771211	0.272661	0	0.229437	0.225566	0	0.272335	0.272661	0.229437	0.225566	0.272335	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283226	0.216886	0.216507	0.28338	0.6224175	0.2354418	27.20068	8.04726	2.25926	8.34162	5.42163	0.927203	1.87108	0.797131	1.19119	1.1117	1.9423	2.4992	0.503046	20.889	0.3535192
227	1	-2603026	-2602102	-923.7323	0.5185342	2.352376	0.06132544	0.05525155	0.4632827	1.340601	1.340601	0.271352	0	0.229259	0.226758	0	0.272631	0.271352	0.229259	0.226758	0.272631	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283577	0.21683	0.216673	0.28292	0.5255353	0.3517762	22.84289	9.48426	0.63431	6.39296	5.07403	0.617971	2.31285	0.86465	1.17155	0.279234	0.823741	1.81478	5.14827	14.7445	0.1065533
228	0	-2603056	-2602104	-952.3775	0.5961691	2.47113	0.04592341	0.00568753	0.5904816	1.789189	1.789189	0.271006	0	0.228988	0.226098	0	0.273908	0.271006	0.228988	0.226098	0.273908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28361	0.217014	0.216018	0.283357	0.6604465	0.3526544	25.04352	9.28413	1.45024	6.70924	2.14813	0.601234	0.0957646	0.692803	0.792085	0.501001	0.995459	4.20251	0.825726	13.7698	0.009540129
229	1	-2603020	-2602104	-916.4271	0.3516344	3.635733	0.06135433	0.09060429	0.2610301	1.336419	1.336419	0.271955	0	0.229013	0.226801	0	0.272232	0.271955	0.229013	0.226801	0.272232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282878	0.216342	0.216603	0.284177	0.5946342	0.5565099	20.51648	8.4053	0.568742	5.80526	2.24661	0.386063	3.10741	1.57945	0.97601	0.07496	0.79468	2.79818	2.03274	10.6552	0.2576662
230	0	-2603066	-2602106	-960.199	0.3644559	2.677391	0.04576793	0.006795055	0.3576608	1.790774	1.790774	0.270982	0	0.22929	0.227211	0	0.272517	0.270982	0.22929	0.227211	0.272517	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284062	0.216981	0.215643	0.283314	0.7211849	0.4962011	18.94625	11.5007	1.08673	7.19353	7.97387	1.91865	0.718957	0.949078	1.35281	0.581219	1.76858	2.72753	0.812802	18.3842	0.01864438
231	1	-2603035	-2602112	-922.2457	0.4974532	6.023929	0.06173303	0.03665833	0.4607948	1.33293	1.33293	0.275142	0	0.22935	0.224599	0	0.27091	0.275142	0.22935	0.224599	0.27091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282342	0.216782	0.216848	0.284028	0.5517969	0.5617021	26.9204	10.1123	1.10237	6.35077	2.45378	1.27923	0.352881	1.07627	2.42509	0.802672	0.380071	3.89193	0.392584	12.7193	0.07369203
232	0	-2603064	-2602104	-959.4147	0.7683668	3.627371	0.04548167	0.4185358	0.349831	1.812651	1.812651	0.271571	0	0.229084	0.22646	0	0.272885	0.271571	0.229084	0.22646	0.272885	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283208	0.216415	0.216876	0.283501	0.6277917	0.2412572	28.75782	11.4315	0.707116	7.24702	4.39663	0.556213	1.23294	0.357291	1.26186	0.0623366	1.99425	2.49016	0.989711	13.946	0.5447084
233	1	-2603026	-2602104	-922.858	0.4423437	4.647466	0.06177302	0.04470089	0.3976428	1.330574	1.330574	0.27161	0	0.230366	0.225748	0	0.272277	0.27161	0.230366	0.225748	0.272277	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282715	0.216515	0.217368	0.283402	0.5275261	0.262425	27.95468	11.2499	0.662835	5.31649	3.4891	0.311048	0.120189	1.19378	1.23942	1.69202	0.527767	1.8401	0.0959659	19.0724	0.1010546
234	0	-2603074	-2602111	-962.3611	0.3112326	4.530818	0.04535923	0.07787133	0.2333613	1.800723	1.800723	0.271495	0	0.228671	0.226396	0	0.273438	0.271495	0.228671	0.226396	0.273438	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28472	0.215474	0.216354	0.283453	0.6662551	0.1679279	24.39592	9.65418	2.25572	5.77806	3.72314	0.71554	2.35652	0.699701	1.33234	0.180962	2.27134	4.15873	1.38064	22.8258	0.250203
235	1	-2603044	-2602105	-938.7562	0.4955653	6.02794	0.06146674	0.1769167	0.3186486	1.334278	1.334278	0.271234	0	0.228765	0.227458	0	0.272543	0.271234	0.228765	0.227458	0.272543	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28398	0.216348	0.216251	0.283421	0.6570924	0.263489	29.22905	8.81417	0.361548	6.32474	4.76253	1.08099	0.0864493	0.422458	1.36173	1.87763	0.382175	1.96607	4.19554	23.025	0.3569998
236	0	-2603067	-2602109	-958.0039	0.4606402	1.754179	0.04492641	0.02659884	0.4340413	1.820177	1.820177	0.271908	0	0.229788	0.226549	0	0.271755	0.271908	0.229788	0.226549	0.271755	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282814	0.216947	0.217138	0.283101	0.5954562	0.3590021	28.15948	11.4825	6.83935	5.56864	4.19368	1.53217	1.2636	0.564958	1.51176	0.192768	0.500293	3.61127	1.29404	22.9388	0.05774321
237	1	-2603043	-2602106	-936.2754	0.3535482	5.507026	0.06155269	0.09393774	0.2596105	1.332582	1.332582	0.272038	0	0.229002	0.227155	0	0.271806	0.272038	0.229002	0.227155	0.271806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284049	0.216701	0.215925	0.283324	0.603311	0.1735547	27.52435	10.6204	1.67484	5.2889	6.58997	4.63754	2.80319	0.941638	1.85085	0.549472	2.55547	2.43273	5.19429	20.562	0.2656999
238	0	-2603066	-2602101	-964.7518	0.3348336	2.235065	0.04539134	0.004048209	0.3307854	1.809196	1.809196	0.27209	0	0.229346	0.22696	0	0.271604	0.27209	0.229346	0.22696	0.271604	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283451	0.216481	0.216459	0.28361	0.7223681	0.2470283	21.73177	1.33814	5.61692	5.47799	3.06942	2.79822	3.47318	1.27541	2.03228	0.615972	1.9149	3.54882	0.689937	20.3088	0.01209021
239	1	-2603045	-2602104	-940.7489	0.4040731	3.452291	0.06155081	0.09189895	0.3121741	1.331157	1.331157	0.272366	0	0.229016	0.226065	0	0.272553	0.272366	0.229016	0.226065	0.272553	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283079	0.217223	0.21651	0.283188	0.6659184	0.1427788	26.15154	9.43553	5.61646	6.92415	4.08821	3.20394	0.516535	0.844126	2.54122	1.76178	1.78905	2.71889	5.14939	20.391	0.2274315
240	0	-2603077	-2602105	-971.4637	0.2909489	1.486385	0.04546864	0.1872647	0.1036842	1.814178	1.814178	0.272909	0	0.229909	0.224927	0	0.272255	0.272909	0.229909	0.224927	0.272255	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282535	0.216707	0.217104	0.283654	0.7934039	0.2338294	28.24347	0.376697	4.83146	8.413	2.78893	0.89903	4.47613	1.55662	2.2395	0.603831	2.72242	2.06751	1.15094	20.521	0.6436342
