Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
7473	1	-2544921	-2544919	-1.954486	9.707241e+07	1	0.0123653	0.0125146	0.00382962	0.102479	0.0020144	0.0941262	0.0401604	0.115488	0.739911	0.00322604	0.00383398	0.00762792	0.0292631	0.00394126	0.00461159	0.0147311	0.0025275	0.272443	0	0.228968	0.22514	0	0.273449	0.272443	0.228968	0.22514	0.273449	0.2181481	0.283623	0.216143	0.216536	0.283698	5	0.999871	0.999967	1.00003	1.00013	1.192651
7474	0	-2544218	-2544235	16.48772	1e+08	0	0.00495336	0.0128444	0.00390206	0.102368	0.00216006	0.0954386	0.0398328	0.115666	0.732064	0.00330928	0.00775386	0.0147749	0.00821946	0.00735288	0.00259437	0.00446212	0.0297461	0.272789	0	0.229738	0.226118	0	0.271354	0.272789	0.229738	0.226118	0.271354	0.2487099	0.282491	0.216416	0.217286	0.283806	5	0.999873	0.999968	1.00003	1.00013	1.187442
7475	1	-2544927	-2544925	-1.724259	3536075	1	0.0124841	0.0124448	0.00373296	0.10255	0.00197507	0.094631	0.0400814	0.114415	0.737045	0.00332319	0.00371394	0.00759678	0.0300354	0.00422834	0.00473928	0.0146563	0.00260952	0.270748	0	0.229611	0.225423	0	0.274217	0.270748	0.229611	0.225423	0.274217	0.01181043	0.283623	0.216144	0.216536	0.283698	5	0.999324	0.999827	1.00017	1.00068	1.190262
7476	0	-2544246	-2544243	-2.452054	3.469379e+07	1	0.00474264	0.0127362	0.00390206	0.101914	0.00200341	0.094403	0.0402408	0.116223	0.73558	0.00340397	0.00773983	0.01486	0.00811042	0.006891	0.00260445	0.0044252	0.0294222	0.27245	0	0.229453	0.225838	0	0.272259	0.27245	0.229453	0.225838	0.272259	0.7501993	0.282491	0.216416	0.217286	0.283806	5	0.999784	0.999945	1.00005	1.00022	1.189202
7477	1	-2544912	-2544910	-2.373938	7.066619e+07	1	0.0125325	0.0126468	0.00385954	0.10238	0.00209341	0.0954902	0.0401233	0.115022	0.734705	0.00333087	0.0036462	0.00781789	0.0296782	0.00418611	0.00446061	0.0148614	0.00255675	0.271626	0	0.230355	0.226154	0	0.271865	0.271626	0.230355	0.226154	0.271865	0.6702007	0.282346	0.216529	0.216922	0.284203	5	0.999849	0.999962	1.00004	1.00015	1.189391
7478	0	-2544246	-2544244	-2.090118	6.963875e+07	1	0.00473649	0.0128576	0.00395898	0.100907	0.00212128	0.0944469	0.0396852	0.115663	0.732421	0.00337647	0.00770998	0.0149834	0.00794148	0.00733796	0.00252484	0.00439402	0.0289116	0.271697	0	0.229793	0.225848	0	0.272662	0.271697	0.229793	0.225848	0.272662	0.4405165	0.283097	0.216233	0.217103	0.283567	5	0.999848	0.999961	1.00004	1.00015	1.183977
7479	1	-2544914	-2544910	-3.149826	7.169177e+07	1	0.0125325	0.0127954	0.00386484	0.103142	0.00205275	0.0951173	0.0400365	0.115314	0.734806	0.00338179	0.00356565	0.00787311	0.0296704	0.00421127	0.00445721	0.0150823	0.00263688	0.271498	0	0.230247	0.226518	0	0.271737	0.271498	0.230247	0.226518	0.271737	1.43461	0.282917	0.216967	0.217361	0.282756	5	0.99985	0.999962	1.00004	1.00015	1.190539
7480	0	-2544247	-2544244	-2.611835	1.196021e+07	1	0.00515118	0.0126591	0.00377233	0.100907	0.0021058	0.0947135	0.040019	0.114578	0.728183	0.00329217	0.00760755	0.0151451	0.0078341	0.00728622	0.00248858	0.00453238	0.0295607	0.271705	0	0.228511	0.226757	0	0.273027	0.271705	0.228511	0.226757	0.273027	1.003651	0.283193	0.216244	0.2169	0.283663	5	0.999632	0.999906	1.00009	1.00037	1.179835
7481	1	-2544921	-2544915	-5.915945	6.362088e+07	1	0.012359	0.0127253	0.0037025	0.102503	0.00202229	0.0957595	0.0402404	0.115461	0.731399	0.00326327	0.0037144	0.00775878	0.0291848	0.0041766	0.00462832	0.0148575	0.00255317	0.270994	0	0.22982	0.227385	0	0.271801	0.270994	0.22982	0.227385	0.271801	4.243025	0.283167	0.21702	0.216987	0.282826	5	0.999841	0.999959	1.00004	1.00016	1.186309
7482	0	-2544222	-2544239	16.71689	1e+08	0	0.00526395	0.0124616	0.00397843	0.102295	0.00200088	0.0945333	0.0393246	0.11558	0.734675	0.00323872	0.00744054	0.0147822	0.00753633	0.00740372	0.00271567	0.00447891	0.0292404	0.270829	0	0.230137	0.227121	0	0.271913	0.270829	0.230137	0.227121	0.271913	0.02446291	0.282999	0.216781	0.216752	0.283468	5	0.999873	0.999968	1.00003	1.00013	1.186949
7483	1	-2544902	-2544918	16.15395	1e+08	0	0.012495	0.0128044	0.00366115	0.102939	0.00200331	0.0944127	0.0395177	0.115532	0.734014	0.00337952	0.00394684	0.00775091	0.0293803	0.00411235	0.00455958	0.0144357	0.00263212	0.271677	0	0.230932	0.224903	0	0.272487	0.271677	0.230932	0.224903	0.272487	0.581135	0.282462	0.217246	0.217231	0.28306	5	0.999873	0.999968	1.00003	1.00013	1.187577
7484	0	-2544236	-2544234	-1.724523	8.565091e+07	1	0.00510738	0.012727	0.00362761	0.102944	0.00211696	0.0946441	0.0403797	0.114724	0.732114	0.00334498	0.00764086	0.0150979	0.00795558	0.00754379	0.00264153	0.00440003	0.0295797	0.271428	0	0.229124	0.226932	0	0.272515	0.271428	0.229124	0.226932	0.272515	0.04880513	0.283126	0.216742	0.216714	0.283418	5	0.999863	0.999965	1.00003	1.00014	1.186589
7485	1	-2544902	-2544919	16.5748	1e+08	0	0.0119838	0.0128069	0.00366982	0.101809	0.00200021	0.094792	0.0400524	0.114647	0.735262	0.00339305	0.00366452	0.0080986	0.0293894	0.00426602	0.004433	0.0146911	0.00259773	0.272217	0	0.23068	0.224852	0	0.27225	0.272217	0.23068	0.224852	0.27225	0.1604866	0.283852	0.216826	0.216811	0.282512	5	0.999873	0.999968	1.00003	1.00013	1.187556
7486	0	-2544222	-2544239	16.66921	1e+08	0	0.00545057	0.012508	0.00373178	0.102678	0.00193922	0.0948822	0.0396208	0.115003	0.733152	0.0033351	0.00787398	0.014865	0.00766089	0.00730569	0.00256432	0.00471258	0.029455	0.272132	0	0.230569	0.226298	0	0.271001	0.272132	0.230569	0.226298	0.271001	0.074266	0.28281	0.216377	0.217711	0.283102	5	0.999873	0.999968	1.00003	1.00013	1.186738
7487	1	-2544898	-2544915	16.10839	1e+08	0	0.0124958	0.0126453	0.00389784	0.102908	0.00197644	0.0952013	0.0398515	0.114952	0.733382	0.00334779	0.00354643	0.00768753	0.0296117	0.00422404	0.00434422	0.0146341	0.00264791	0.273564	0	0.228343	0.225206	0	0.272888	0.273564	0.228343	0.225206	0.272888	0.6289292	0.283209	0.216335	0.21632	0.284137	5	0.999873	0.999968	1.00003	1.00013	1.187353
7488	0	-2544219	-2544235	15.64355	1e+08	0	0.00519755	0.0125657	0.00396984	0.102845	0.00203118	0.0948924	0.040364	0.114443	0.732249	0.00325755	0.00755931	0.0147906	0.00780296	0.00750541	0.00246424	0.00455298	0.0293146	0.272132	0	0.230569	0.226298	0	0.271001	0.272132	0.230569	0.226298	0.271001	1.109245	0.282762	0.216391	0.217726	0.283121	5	0.999873	0.999968	1.00003	1.00013	1.185805
7489	1	-2544919	-2544916	-3.234366	1.18821e+07	1	0.0120487	0.012538	0.00396366	0.103159	0.0020692	0.0952918	0.039792	0.115048	0.733698	0.00324811	0.00392818	0.00777557	0.0293596	0.00389509	0.0045223	0.0148324	0.00260867	0.272997	0	0.228594	0.225221	0	0.273188	0.272997	0.228594	0.225221	0.273188	1.546745	0.282835	0.215981	0.217512	0.283672	5	0.999631	0.999906	1.00009	1.00037	1.187779
7490	0	-2544220	-2544236	15.30969	1e+08	0	0.00528842	0.0125465	0.00391731	0.102615	0.00191029	0.0948924	0.0402315	0.114529	0.729986	0.00330508	0.00759237	0.0151229	0.00765525	0.00735621	0.00250564	0.00440869	0.0296521	0.272234	0	0.22888	0.226345	0	0.272541	0.272234	0.22888	0.226345	0.272541	1.466006	0.28314	0.216681	0.216679	0.2835	5	0.999873	0.999968	1.00003	1.00013	1.183515
7491	1	-2544919	-2544915	-3.590804	8.018205e+07	1	0.0125239	0.012586	0.00389008	0.102955	0.00211267	0.0946197	0.0404618	0.115756	0.734963	0.00332481	0.00357571	0.00793369	0.0296848	0.00436335	0.00450571	0.0144769	0.00272538	0.272736	0	0.2283	0.226037	0	0.272927	0.272736	0.2283	0.226037	0.272927	1.876388	0.283144	0.216218	0.216655	0.283983	5	0.999858	0.999964	1.00004	1.00014	1.190459
7492	0	-2544221	-2544237	16.35399	1e+08	0	0.00519836	0.0127083	0.00372544	0.102041	0.00205052	0.0951798	0.0404698	0.115338	0.732478	0.00304263	0.00767414	0.0147841	0.00784107	0.00745709	0.0025938	0.00450065	0.0291422	0.270925	0	0.230705	0.225256	0	0.273115	0.270925	0.230705	0.225256	0.273115	0.3946083	0.283317	0.216816	0.216814	0.283052	5	0.999873	0.999968	1.00003	1.00013	1.186225
7493	1	-2544915	-2544913	-2.001792	5259156	1	0.0124876	0.0124677	0.00395707	0.1029	0.00207457	0.0946161	0.0398961	0.115249	0.732915	0.00329999	0.00380071	0.00760842	0.0293159	0.00408069	0.00457801	0.0149456	0.00251046	0.27202	0	0.230784	0.225442	0	0.271754	0.27202	0.230784	0.225442	0.271754	0.3249301	0.282824	0.217106	0.21641	0.283661	5	0.999446	0.999858	1.00014	1.00055	1.186703
7494	0	-2544237	-2544235	-2.17142	5.344416e+07	1	0.00503044	0.0126997	0.00386043	0.102121	0.00202872	0.0947477	0.039648	0.115926	0.732478	0.00319753	0.00776227	0.0148282	0.00791369	0.00733379	0.00251967	0.00435672	0.0291179	0.270302	0	0.230146	0.22579	0	0.273762	0.270302	0.230146	0.22579	0.273762	0.5058858	0.283271	0.216781	0.216779	0.283169	5	0.999826	0.999956	1.00004	1.00017	1.18557
7495	1	-2544916	-2544914	-2.376774	8.852351e+07	1	0.0124552	0.0129148	0.00403129	0.103012	0.0020712	0.0946161	0.0402654	0.115351	0.737416	0.00341205	0.00324994	0.00787446	0.0292459	0.00449198	0.00455102	0.0147026	0.00262769	0.270914	0	0.229271	0.226538	0	0.273277	0.270914	0.229271	0.226538	0.273277	0.644051	0.282936	0.217192	0.216421	0.283452	5	0.999865	0.999966	1.00003	1.00014	1.192289
7496	0	-2544217	-2544234	16.56611	1e+08	0	0.00520983	0.0126204	0.00377911	0.103304	0.00203824	0.094341	0.0403944	0.115236	0.734881	0.0034031	0.00781649	0.0148823	0.00779966	0.00745697	0.00269817	0.00455585	0.029428	0.271645	0	0.229599	0.225645	0	0.273111	0.271645	0.229599	0.225645	0.273111	0.1462983	0.283563	0.216636	0.217003	0.282799	5	0.999873	0.999968	1.00003	1.00013	1.189844
7497	1	-2544898	-2544913	15.5575	1e+08	0	0.0121061	0.0124465	0.00401743	0.102743	0.00199818	0.0952395	0.0400046	0.11449	0.736905	0.00327857	0.00386774	0.00780962	0.0290376	0.00402419	0.00439193	0.01475	0.00254057	0.270934	0	0.229212	0.226556	0	0.273298	0.270934	0.229212	0.226556	0.273298	1.156835	0.282936	0.217192	0.216421	0.283452	5	0.999873	0.999968	1.00003	1.00013	1.189651
7498	0	-2544223	-2544238	15.53726	1e+08	0	0.00505216	0.012701	0.00363392	0.103866	0.00202162	0.0946037	0.0401702	0.11566	0.732696	0.00340238	0.00753721	0.0148903	0.00801345	0.00743216	0.00266383	0.00432083	0.029448	0.273076	0	0.228596	0.226239	0	0.272089	0.273076	0.228596	0.226239	0.272089	1.192467	0.283384	0.216499	0.216866	0.283251	5	0.999873	0.999968	1.00003	1.00013	1.188113
7499	1	-2544899	-2544915	16.31946	1e+08	0	0.0125309	0.0127827	0.00395576	0.10259	0.00214937	0.0950034	0.040186	0.11524	0.732384	0.00322675	0.00384918	0.00803887	0.029207	0.00402419	0.00418547	0.0149168	0.00257773	0.270912	0	0.229193	0.227371	0	0.272524	0.270912	0.229193	0.227371	0.272524	0.4229216	0.283002	0.217028	0.216451	0.283518	5	0.999873	0.999968	1.00003	1.00013	1.186847
7500	0	-2544242	-2544238	-3.699052	1215227	1	0.00546263	0.0126447	0.00380927	0.102196	0.00208823	0.0962301	0.0402172	0.115534	0.733223	0.00320179	0.00753277	0.0148185	0.00786231	0.00753158	0.0025667	0.00449714	0.0296439	0.271084	0	0.228867	0.226508	0	0.273541	0.271084	0.228867	0.226508	0.273541	1.998619	0.283384	0.216499	0.216866	0.283251	5	0.998847	0.999705	1.00029	1.00115	1.18906
7501	1	-2544921	-2544919	-1.934482	7.727398e+07	1	0.0124721	0.0126784	0.00394666	0.102736	0.00193371	0.0948739	0.0397331	0.116051	0.735791	0.00318586	0.00384918	0.00756385	0.0297947	0.00396351	0.00471345	0.0148379	0.00262045	0.271205	0	0.229023	0.226253	0	0.273519	0.271205	0.229023	0.226253	0.273519	0.2172002	0.283003	0.217174	0.216597	0.283226	5	0.999856	0.999963	1.00004	1.00014	1.190745
7502	0	-2544218	-2544234	15.90485	1e+08	0	0.00484075	0.0127423	0.00373618	0.102116	0.00202334	0.0949873	0.039825	0.115339	0.731395	0.0032908	0.00776704	0.0147078	0.00788979	0.0074544	0.0025667	0.00449714	0.0294954	0.270848	0	0.230725	0.226636	0	0.27179	0.270848	0.230725	0.226636	0.27179	0.8592669	0.2835	0.216588	0.216955	0.282957	5	0.999873	0.999968	1.00003	1.00013	1.184673
7503	1	-2544900	-2544916	16.5141	1e+08	0	0.012386	0.0126784	0.00401488	0.103254	0.00212128	0.0944939	0.0401651	0.116149	0.737037	0.00339612	0.00377103	0.00763934	0.0295022	0.0039055	0.00459692	0.0149353	0.00264723	0.272264	0	0.229905	0.225349	0	0.272482	0.272264	0.229905	0.225349	0.272482	0.1698241	0.283709	0.216263	0.216552	0.283475	5	0.999873	0.999968	1.00003	1.00013	1.192693
7504	0	-2544217	-2544233	15.33927	1e+08	0	0.00520556	0.0126879	0.00392312	0.103163	0.00205939	0.0955145	0.0401222	0.114985	0.73306	0.00331113	0.00770864	0.0145971	0.00805639	0.00742848	0.00257644	0.00438785	0.0294259	0.271347	0	0.230676	0.226145	0	0.271831	0.271347	0.230676	0.226145	0.271831	1.389443	0.282385	0.216939	0.217307	0.283369	5	0.999873	0.999968	1.00003	1.00013	1.188213
7505	1	-2544918	-2544915	-2.705674	7.8332e+07	1	0.0125438	0.01281	0.00389821	0.103418	0.00190665	0.0955653	0.0401992	0.114432	0.736064	0.00336467	0.00347275	0.00788584	0.0292921	0.00421098	0.00435512	0.0147403	0.00263901	0.271631	0	0.22991	0.225354	0	0.273105	0.271631	0.22991	0.225354	0.273105	0.9878678	0.282387	0.216663	0.216952	0.283999	5	0.999856	0.999963	1.00004	1.00014	1.190798
7506	0	-2544235	-2544233	-2.091406	7.829217e+07	1	0.00486406	0.0126889	0.00381	0.102552	0.00209492	0.0948768	0.04042	0.114502	0.731486	0.00326345	0.00754924	0.0147005	0.00805639	0.00743338	0.00255901	0.00436661	0.0295576	0.27091	0	0.230305	0.225781	0	0.273004	0.27091	0.230305	0.225781	0.273004	0.4337608	0.282385	0.216939	0.217307	0.283369	5	0.999856	0.999963	1.00004	1.00014	1.184782
7507	1	-2544903	-2544919	15.27416	1e+08	0	0.0121754	0.0125375	0.0040538	0.102645	0.00203352	0.0943901	0.0400193	0.114322	0.734825	0.00340734	0.00366534	0.00777264	0.0289982	0.00466906	0.00444322	0.0146397	0.00259068	0.271327	0	0.229529	0.226491	0	0.272653	0.271327	0.229529	0.226491	0.272653	1.464812	0.282387	0.216663	0.216952	0.283999	5	0.999873	0.999968	1.00003	1.00013	1.187188
7508	0	-2544239	-2544236	-3.227674	5.744646e+07	1	0.00483358	0.0128816	0.00377708	0.10207	0.00201555	0.0946274	0.0401939	0.114747	0.735467	0.00333576	0.00772066	0.0151518	0.00823685	0.00745232	0.0026419	0.00435963	0.0292673	0.271446	0	0.228943	0.226067	0	0.273544	0.271446	0.228943	0.226067	0.273544	1.530046	0.282617	0.217117	0.216665	0.283601	5	0.999832	0.999957	1.00004	1.00017	1.18878
7509	1	-2544898	-2544914	15.68369	1e+08	0	0.0122759	0.0125375	0.00375091	0.10295	0.00199914	0.0941898	0.0399319	0.116209	0.73486	0.00337269	0.00360141	0.00803071	0.0292489	0.00406317	0.00444712	0.0146053	0.00257563	0.271866	0	0.229985	0.226942	0	0.271207	0.271866	0.229985	0.226942	0.271207	1.040669	0.282387	0.216663	0.216952	0.283999	5	0.999873	0.999968	1.00003	1.00013	1.188649
7510	0	-2544223	-2544240	16.73845	1e+08	0	0.00516253	0.0126018	0.00389567	0.102876	0.00207203	0.0940504	0.0397302	0.115633	0.731592	0.00326184	0.00751803	0.0151759	0.00819988	0.00741884	0.0026473	0.00447755	0.0293015	0.271534	0	0.229017	0.22614	0	0.273309	0.271534	0.229017	0.22614	0.273309	0.0162583	0.283188	0.217556	0.217102	0.282154	5	0.999873	0.999968	1.00003	1.00013	1.185614
7511	1	-2544896	-2544913	16.6488	1e+08	0	0.0123657	0.0125295	0.00380841	0.102554	0.00208518	0.0950978	0.0398959	0.114775	0.737425	0.00347356	0.00390554	0.00779215	0.0293904	0.00406893	0.00449436	0.0148093	0.00264108	0.271526	0	0.229697	0.226254	0	0.272523	0.271526	0.229697	0.226254	0.272523	0.05094082	0.282797	0.215959	0.217267	0.283977	5	0.999873	0.999968	1.00003	1.00013	1.191111
7512	0	-2544217	-2544233	16.20824	1e+08	0	0.00491466	0.0127283	0.00376996	0.103053	0.00202776	0.0948782	0.0402506	0.115681	0.733292	0.00321594	0.0077899	0.0146059	0.00814858	0.00756039	0.00262275	0.00436981	0.0292665	0.271709	0	0.230142	0.226285	0	0.271864	0.271709	0.230142	0.226285	0.271864	0.520853	0.282643	0.216773	0.216685	0.283899	5	0.999873	0.999968	1.00003	1.00013	1.188176
7513	1	-2544899	-2544915	16.00685	1e+08	0	0.0124519	0.0125769	0.00380841	0.10201	0.00207496	0.0942464	0.040361	0.115008	0.736323	0.00342712	0.00356546	0.00777039	0.0290473	0.00407476	0.0042651	0.0149854	0.00257021	0.271597	0	0.229757	0.226052	0	0.272594	0.271597	0.229757	0.226052	0.272594	0.7183326	0.282237	0.21751	0.216837	0.283415	5	0.999873	0.999968	1.00003	1.00013	1.188566
7514	0	-2544234	-2544231	-2.960558	5.036559e+07	1	0.00490783	0.0124771	0.00391506	0.103204	0.00201279	0.0948782	0.0400929	0.115239	0.732283	0.00326371	0.00776023	0.0145933	0.00793794	0.0074596	0.00265001	0.00448926	0.0291211	0.271363	0	0.229619	0.226413	0	0.272604	0.271363	0.229619	0.226413	0.272604	1.28787	0.282734	0.216843	0.216755	0.283669	5	0.999821	0.999954	1.00005	1.00018	1.186286
7515	1	-2544896	-2544912	15.90749	1e+08	0	0.0120925	0.0128471	0.00371709	0.102955	0.0020834	0.0947971	0.0400434	0.115239	0.733737	0.00334364	0.00379292	0.00790195	0.0291226	0.00394677	0.00436729	0.01476	0.00255182	0.270954	0	0.22997	0.226519	0	0.272557	0.270954	0.22997	0.226519	0.272557	0.8303765	0.282373	0.217133	0.216942	0.283552	5	0.999873	0.999968	1.00003	1.00013	1.187298
7516	0	-2544235	-2544234	-1.658159	5.148128e+07	1	0.00537324	0.0126586	0.00387959	0.102519	0.00207601	0.0947513	0.0398211	0.115232	0.730633	0.00338892	0.00755857	0.0149692	0.00774639	0.00743894	0.00245564	0.0043491	0.0295541	0.2714	0	0.229516	0.226444	0	0.272641	0.2714	0.229516	0.226444	0.272641	0.00429009	0.283609	0.216578	0.21649	0.283323	5	0.999823	0.999955	1.00004	1.00018	1.184404
7517	1	-2544918	-2544915	-2.924419	7.914254e+07	1	0.0121219	0.0126547	0.00391294	0.102466	0.00206111	0.0949331	0.0401814	0.115572	0.739228	0.00334777	0.00381291	0.00799064	0.0289251	0.0042131	0.00439072	0.0147275	0.00267909	0.272037	0	0.229596	0.22502	0	0.273348	0.272037	0.229596	0.22502	0.273348	1.182406	0.282678	0.217368	0.216128	0.283827	5	0.999857	0.999963	1.00004	1.00014	1.193218
7518	0	-2544219	-2544236	16.22906	1e+08	0	0.00502776	0.0126098	0.00396424	0.103808	0.00199931	0.0948411	0.0400677	0.115179	0.730571	0.00331376	0.00755857	0.0150187	0.00811458	0.00739058	0.00272465	0.00452584	0.0295541	0.271528	0	0.22924	0.226172	0	0.273059	0.271528	0.22924	0.226172	0.273059	0.519105	0.28353	0.216795	0.216431	0.283244	5	0.999873	0.999968	1.00003	1.00013	1.186269
7519	1	-2544898	-2544913	15.12409	1e+08	0	0.0124961	0.0128012	0.00396372	0.102194	0.0021034	0.0946759	0.0403979	0.11567	0.737813	0.00338815	0.00352574	0.00767716	0.0294363	0.004303	0.0044498	0.0148573	0.00255398	0.272037	0	0.229596	0.22502	0	0.273348	0.272037	0.229596	0.22502	0.273348	1.5637	0.283804	0.216009	0.216988	0.283198	5	0.999873	0.999968	1.00003	1.00013	1.192307
7520	0	-2544222	-2544237	14.65281	1e+08	0	0.00483428	0.0124376	0.00379532	0.102371	0.00207325	0.0943579	0.0397083	0.115678	0.732718	0.0032691	0.00794733	0.0148953	0.0078214	0.00748682	0.00261936	0.00435157	0.0293288	0.271293	0	0.229442	0.226371	0	0.272894	0.271293	0.229442	0.226371	0.272894	2.101115	0.283648	0.216884	0.216106	0.283362	5	0.999873	0.999968	1.00003	1.00013	1.185693
7521	1	-2544895	-2544912	16.51012	1e+08	0	0.0123256	0.0127053	0.00398163	0.103397	0.00208035	0.0949255	0.0397932	0.115933	0.735266	0.0033584	0.00360514	0.00755637	0.0292062	0.00425643	0.00451255	0.0148859	0.00265654	0.271575	0	0.229206	0.226335	0	0.272884	0.271575	0.229206	0.226335	0.272884	0.1962741	0.283968	0.216134	0.216536	0.283362	5	0.999873	0.999968	1.00003	1.00013	1.190446
7522	0	-2544240	-2544238	-2.344646	9.213625e+07	1	0.00465918	0.0128939	0.00391662	0.102628	0.00200279	0.0947584	0.0402478	0.114878	0.735479	0.00326191	0.00784668	0.0148777	0.00799327	0.00733306	0.00262704	0.00445449	0.0291477	0.271401	0	0.230182	0.226428	0	0.271989	0.271401	0.230182	0.226428	0.271989	0.6447589	0.283892	0.217071	0.216292	0.282745	5	0.999867	0.999967	1.00003	1.00013	1.189006
7523	1	-2544898	-2544914	16.51872	1e+08	0	0.0123543	0.0126933	0.00392314	0.102548	0.00210035	0.095041	0.0400808	0.113994	0.737224	0.00333374	0.00355327	0.00777639	0.0289544	0.00426017	0.00456849	0.0146347	0.00260206	0.272617	0	0.228647	0.226517	0	0.272219	0.272617	0.228647	0.226517	0.272219	0.1957056	0.283968	0.216134	0.216536	0.283362	5	0.999873	0.999968	1.00003	1.00013	1.189643
7524	0	-2544218	-2544234	16.20236	1e+08	0	0.00511702	0.0124599	0.00389987	0.102455	0.00205956	0.0954135	0.0403022	0.115505	0.733106	0.00335256	0.00776222	0.014803	0.00802667	0.00731319	0.00252509	0.00455424	0.0291496	0.270833	0	0.229166	0.225955	0	0.274046	0.270833	0.229166	0.225955	0.274046	0.5304431	0.283892	0.217071	0.216292	0.282745	5	0.999873	0.999968	1.00003	1.00013	1.187804
7525	1	-2544900	-2544916	16.6507	1e+08	0	0.0126394	0.0125934	0.00375397	0.102172	0.00206703	0.094135	0.0399487	0.115314	0.737211	0.00323316	0.00353024	0.0077336	0.0296951	0.0041627	0.00449522	0.0149985	0.00276357	0.271709	0	0.229408	0.225759	0	0.273124	0.271709	0.229408	0.225759	0.273124	0.05568238	0.282335	0.216972	0.21692	0.283773	5	0.999873	0.999968	1.00003	1.00013	1.190446
7526	0	-2544223	-2544239	15.34872	1e+08	0	0.00512183	0.0128007	0.0036779	0.102425	0.00206006	0.0952056	0.0403098	0.115409	0.729834	0.00335467	0.00731606	0.014884	0.00789795	0.00754924	0.00258608	0.00434652	0.0296893	0.271216	0	0.229196	0.225522	0	0.274066	0.271216	0.229196	0.225522	0.274066	1.417458	0.283892	0.217071	0.216292	0.282745	5	0.999873	0.999968	1.00003	1.00013	1.184468
7527	1	-2544896	-2544913	16.69285	1e+08	0	0.0123519	0.0125156	0.00383964	0.103731	0.00212288	0.0946023	0.0400956	0.114788	0.733814	0.00333955	0.00338133	0.00776125	0.0294967	0.00438851	0.00427635	0.0146129	0.00255366	0.271709	0	0.229408	0.225759	0	0.273124	0.271709	0.229408	0.225759	0.273124	0.041285	0.28351	0.216616	0.216565	0.283309	5	0.999873	0.999968	1.00003	1.00013	1.187672
7528	0	-2544225	-2544240	14.72807	1e+08	0	0.0050354	0.0125039	0.00401272	0.103354	0.00195175	0.0958053	0.0400909	0.115828	0.733789	0.00333879	0.00742251	0.0148396	0.0077732	0.00737194	0.0026364	0.00442856	0.0291432	0.271401	0	0.228671	0.225675	0	0.274253	0.271401	0.228671	0.225675	0.274253	1.989542	0.283999	0.216776	0.216374	0.282852	5	0.999873	0.999968	1.00003	1.00013	1.189324
7529	1	-2544897	-2544913	16.25439	1e+08	0	0.0122025	0.0126411	0.00369629	0.102142	0.00206288	0.094875	0.0401928	0.114566	0.736638	0.00331016	0.00355262	0.00762955	0.0293649	0.00432795	0.00429813	0.0147936	0.00268463	0.272015	0	0.229666	0.225538	0	0.272781	0.272015	0.229666	0.225538	0.272781	0.4666814	0.283205	0.216157	0.217633	0.283004	5	0.999873	0.999968	1.00003	1.00013	1.188978
7530	0	-2544248	-2544242	-6.109638	7.092601e+07	1	0.00480403	0.0124371	0.00399076	0.103209	0.00205634	0.0948421	0.0402246	0.114844	0.73503	0.00323434	0.00729209	0.0147805	0.00793667	0.00751844	0.00260776	0.00427299	0.0297066	0.271206	0	0.229304	0.225434	0	0.274056	0.271206	0.229304	0.225434	0.274056	4.411941	0.283999	0.216776	0.216374	0.282852	5	0.999849	0.999962	1.00004	1.00015	1.188787
7531	1	-2544897	-2544911	14.80329	1e+08	0	0.0122441	0.0126527	0.00379203	0.103293	0.00210968	0.0956042	0.0401677	0.116021	0.733143	0.00326277	0.00355262	0.00789884	0.029749	0.00427867	0.00439937	0.0147964	0.00252477	0.272015	0	0.229666	0.225538	0	0.272781	0.272015	0.229666	0.225538	0.272781	1.912665	0.283465	0.216355	0.216916	0.283264	5	0.999873	0.999968	1.00003	1.00013	1.189489
7532	0	-2544220	-2544236	15.7707	1e+08	0	0.00528494	0.0127635	0.00386405	0.102373	0.00196357	0.0949398	0.0402311	0.116027	0.73252	0.00332694	0.00774422	0.0150385	0.00783206	0.00742668	0.00256323	0.00440168	0.0291007	0.270431	0	0.229548	0.225674	0	0.274348	0.270431	0.229548	0.225674	0.274348	0.9661463	0.283999	0.216776	0.216374	0.282852	5	0.999873	0.999968	1.00003	1.00013	1.1874
7533	1	-2544905	-2544922	16.66917	1e+08	0	0.0124343	0.0128327	0.00391873	0.101839	0.0021448	0.0951242	0.040254	0.115301	0.734316	0.00340529	0.00378326	0.00769846	0.0294383	0.00404045	0.00427731	0.0153213	0.00259522	0.270549	0	0.228428	0.22846	0	0.272563	0.270549	0.228428	0.22846	0.272563	0.05444556	0.283153	0.216449	0.21701	0.283387	5	0.999873	0.999968	1.00003	1.00013	1.188724
