Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	alpha_indicator	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	Q_indicator	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	TL
2038	0	-2544227	-2544243	16.60276	1e+08	0	0.00523039	0.0126788	0.00385208	0.102873	0.00205156	0.0957113	0.039978	0.11562	0.732457	0.0033429	0.00775388	0.0152864	0.0081071	0.00692158	0.00267925	0.00440345	0.0291568	0.272715	0	0.229848	0.226015	0	0.271422	0.272715	0.229848	0.226015	0.271422	0.1270582	0.281801	0.217363	0.217436	0.2834	5	0.999873	0.999968	1.00003	1.00013	1.188103
2039	1	-2544918	-2544914	-3.330496	2.418637e+07	1	0.0123539	0.0125486	0.00409595	0.102665	0.00203737	0.0948122	0.0400241	0.11487	0.738122	0.0032014	0.00373699	0.00783939	0.0294104	0.0040714	0.00446561	0.0150675	0.00251329	0.270842	0	0.230081	0.225477	0	0.2736	0.270842	0.230081	0.225477	0.2736	1.602316	0.283691	0.217263	0.216165	0.282881	5	0.999741	0.999934	1.00007	1.00026	1.191835
2040	0	-2544240	-2544238	-2.136221	1.430748e+07	1	0.00540932	0.0125386	0.00386619	0.102646	0.00199215	0.0957348	0.0398024	0.114316	0.731579	0.0033389	0.00775339	0.014872	0.00782141	0.00736818	0.00255733	0.00424081	0.0293595	0.272885	0	0.229794	0.225962	0	0.271358	0.272885	0.229794	0.225962	0.271358	0.4744228	0.282388	0.216422	0.217889	0.2833	5	0.999664	0.999914	1.00009	1.00034	1.185197
2041	1	-2544895	-2544912	16.71269	1e+08	0	0.012496	0.0127253	0.00394433	0.10271	0.00211566	0.0948827	0.0400952	0.114765	0.734439	0.0032014	0.00340877	0.00777485	0.0294061	0.00428213	0.00432168	0.0149086	0.00274802	0.270988	0	0.230205	0.225598	0	0.27321	0.270988	0.230205	0.225598	0.27321	0.01590381	0.283587	0.217184	0.21645	0.282778	5	0.999873	0.999968	1.00003	1.00013	1.188226
2042	0	-2544239	-2544236	-2.719942	7.405854e+07	1	0.00529312	0.0125789	0.00391506	0.102816	0.00201181	0.0946156	0.0399962	0.11447	0.733796	0.00337215	0.00783198	0.0148378	0.00741647	0.00735144	0.0025029	0.00450331	0.0295398	0.271652	0	0.229422	0.22695	0	0.271976	0.271652	0.229422	0.22695	0.271976	1.041626	0.283185	0.21599	0.217454	0.283372	5	0.999852	0.999963	1.00004	1.00015	1.186849
2043	1	-2544894	-2544910	15.81682	1e+08	0	0.0123948	0.0125904	0.00380198	0.102646	0.00210118	0.0945198	0.0398355	0.115467	0.736713	0.00338458	0.00363373	0.00774097	0.0290771	0.00418184	0.00434948	0.0146401	0.00259315	0.271149	0	0.229124	0.226354	0	0.273373	0.271149	0.229124	0.226354	0.273373	0.8973307	0.283628	0.217216	0.216338	0.282819	5	0.999873	0.999968	1.00003	1.00013	1.18967
2044	0	-2544220	-2544236	16.18086	1e+08	0	0.00511007	0.0127108	0.00392938	0.102358	0.00197638	0.0947926	0.0399989	0.114674	0.734144	0.00348368	0.00777336	0.0148831	0.00778155	0.00711655	0.0026303	0.00438531	0.0294251	0.272015	0	0.229729	0.225916	0	0.27234	0.272015	0.229729	0.225916	0.27234	0.5582565	0.28347	0.215904	0.217367	0.283259	5	0.999873	0.999968	1.00003	1.00013	1.187173
2045	1	-2544915	-2544912	-3.001248	4.653142e+07	1	0.0122258	0.0126816	0.00383283	0.102124	0.00193685	0.0944074	0.0403855	0.115441	0.73278	0.0032992	0.00356204	0.00774285	0.029337	0.00431367	0.0044178	0.0146663	0.00259422	0.271891	0	0.229183	0.226751	0	0.272175	0.271891	0.229183	0.226751	0.272175	1.333937	0.283628	0.217216	0.216338	0.282819	5	0.999813	0.999952	1.00005	1.00019	1.185748
2046	0	-2544218	-2544235	16.50911	1e+08	0	0.00520602	0.0125642	0.00410547	0.10218	0.00203049	0.0949555	0.0401921	0.114778	0.73384	0.00324134	0.00755887	0.01472	0.00792458	0.00724768	0.00252413	0.00445159	0.0292406	0.271552	0	0.229213	0.227358	0	0.271876	0.271552	0.229213	0.227358	0.271876	0.2341264	0.283581	0.215988	0.217061	0.283369	5	0.999873	0.999968	1.00003	1.00013	1.186761
2047	1	-2544917	-2544914	-3.157016	2.504135e+07	1	0.0122488	0.0125015	0.00379686	0.102807	0.00212255	0.0956186	0.0399857	0.114651	0.735104	0.00332415	0.0032634	0.00783621	0.0296147	0.00446635	0.004327	0.0148562	0.00260711	0.271891	0	0.229183	0.226751	0	0.272175	0.271891	0.229183	0.226751	0.272175	1.455875	0.284022	0.216128	0.216638	0.283212	5	0.999746	0.999935	1.00006	1.00025	1.189131
2048	0	-2544221	-2544237	16.51195	1e+08	0	0.00497554	0.0125262	0.00394088	0.102062	0.00201677	0.09454	0.0402825	0.114984	0.732662	0.00323793	0.00751526	0.0147828	0.00772821	0.00729731	0.00260427	0.00430109	0.0288482	0.272136	0	0.229707	0.225696	0	0.272461	0.272136	0.229707	0.225696	0.272461	0.2558531	0.283759	0.216123	0.217197	0.28292	5	0.999873	0.999968	1.00003	1.00013	1.184305
2049	1	-2544924	-2544920	-3.820313	4.365336e+07	1	0.0123451	0.0124228	0.00387551	0.101878	0.00195972	0.0952599	0.0408666	0.114783	0.734097	0.00327085	0.00340618	0.00782609	0.0293369	0.00430844	0.00446336	0.0148527	0.00280962	0.272187	0	0.22919	0.227044	0	0.271579	0.272187	0.22919	0.227044	0.271579	2.132875	0.28401	0.216132	0.216642	0.283216	5	0.999808	0.999951	1.00005	1.00019	1.187761
2050	0	-2544220	-2544235	15.75257	1e+08	0	0.00524576	0.0126546	0.00385226	0.103276	0.00203015	0.0954612	0.0403778	0.114984	0.734059	0.00331313	0.00761114	0.014665	0.00769779	0.0071346	0.00261284	0.00457584	0.0296122	0.272239	0	0.229416	0.225781	0	0.272564	0.272239	0.229416	0.225781	0.272564	0.9666482	0.282678	0.217335	0.216272	0.283715	5	0.999873	0.999968	1.00003	1.00013	1.189164
2051	1	-2544902	-2544918	16.48426	1e+08	0	0.0121666	0.0127501	0.00385105	0.102669	0.00207414	0.0941462	0.0398747	0.115536	0.736489	0.00332853	0.00353082	0.0077982	0.0297402	0.00421915	0.00445221	0.0145691	0.00241484	0.273343	0	0.228498	0.226359	0	0.2718	0.273343	0.228498	0.226359	0.2718	0.2304967	0.28401	0.216132	0.216642	0.283216	5	0.999873	0.999968	1.00003	1.00013	1.18961
2052	0	-2544243	-2544241	-2.410649	1.04233e+07	1	0.00533756	0.0124933	0.00407024	0.103038	0.00203015	0.0954677	0.0398754	0.115787	0.732514	0.00319367	0.00741837	0.0149017	0.0074376	0.0073317	0.00247746	0.00432325	0.0291476	0.272015	0	0.229228	0.226169	0	0.272588	0.272015	0.229228	0.226169	0.272588	0.7323804	0.282597	0.217274	0.216494	0.283635	5	0.999606	0.9999	1.0001	1.00039	1.186844
2053	1	-2544913	-2544912	-1.812031	1.877331e+07	1	0.0123228	0.012613	0.00376622	0.102894	0.00206655	0.0952234	0.0401883	0.114635	0.734356	0.003431	0.00369876	0.00768669	0.0294993	0.00432334	0.00446622	0.0145952	0.00263312	0.271316	0	0.228903	0.227077	0	0.272704	0.271316	0.228903	0.227077	0.272704	0.1182157	0.283347	0.216921	0.216872	0.28286	5	0.999707	0.999925	1.00007	1.00029	1.188399
2054	0	-2544220	-2544236	16.36616	1e+08	0	0.00519156	0.0128572	0.00389429	0.102905	0.00198294	0.095286	0.0400379	0.114937	0.730018	0.00330813	0.00765639	0.0146454	0.00775347	0.0073505	0.00251209	0.00440162	0.0293789	0.270643	0	0.23111	0.225937	0	0.272309	0.270643	0.23111	0.225937	0.272309	0.4035099	0.282987	0.217156	0.216377	0.283481	5	0.999873	0.999968	1.00003	1.00013	1.184118
2055	1	-2544901	-2544917	16.17953	1e+08	0	0.0125196	0.0127759	0.00376498	0.10305	0.00189813	0.0957707	0.040399	0.114453	0.733853	0.00341611	0.00372703	0.00786831	0.0292464	0.00392504	0.00437752	0.0149516	0.00250069	0.271233	0	0.230035	0.226112	0	0.27262	0.271233	0.230035	0.226112	0.27262	0.5463462	0.283244	0.216843	0.216892	0.28302	5	0.999873	0.999968	1.00003	1.00013	1.188497
2056	0	-2544241	-2544238	-2.234663	3.466825e+07	1	0.00495464	0.0124596	0.00378576	0.10262	0.00194161	0.0944305	0.0401978	0.115372	0.734127	0.00330358	0.00773165	0.0150808	0.00793573	0.00735	0.00258128	0.00474143	0.0292353	0.270225	0	0.230895	0.226531	0	0.272349	0.270225	0.230895	0.226531	0.272349	0.546343	0.282712	0.216945	0.217138	0.283205	5	0.999784	0.999945	1.00005	1.00022	1.187849
2057	1	-2544894	-2544910	15.49893	1e+08	0	0.0123939	0.0126552	0.003754	0.103079	0.0019627	0.0953888	0.0403979	0.115677	0.733572	0.0033329	0.00373617	0.00765744	0.0294194	0.00405206	0.00438316	0.0148412	0.00261792	0.270818	0	0.229683	0.226658	0	0.272841	0.270818	0.229683	0.226658	0.272841	1.222724	0.283244	0.216843	0.216892	0.28302	5	0.999873	0.999968	1.00003	1.00013	1.18892
2058	0	-2544243	-2544241	-1.839261	5.452963e+07	1	0.00523399	0.0127238	0.0037635	0.103184	0.00211985	0.0957344	0.0397997	0.116472	0.732387	0.0031731	0.0077526	0.0148039	0.00801675	0.0075927	0.002612	0.0045759	0.0295162	0.272334	0	0.228658	0.226954	0	0.272055	0.272334	0.228658	0.226954	0.272055	0.1348204	0.282768	0.216987	0.216984	0.283261	5	0.999828	0.999956	1.00004	1.00017	1.189461
2059	1	-2544913	-2544910	-2.448476	350696.9	1	0.012332	0.0127895	0.00401107	0.102379	0.0020767	0.0954741	0.04014	0.115162	0.733592	0.00326275	0.0036931	0.00809252	0.0290721	0.00418863	0.00437971	0.0145497	0.00257375	0.270883	0	0.230184	0.226026	0	0.272907	0.270883	0.230184	0.226026	0.272907	0.7609532	0.283244	0.216843	0.216892	0.28302	5	0.997854	0.999451	1.00055	1.00215	1.187769
2060	0	-2544224	-2544235	11.77251	1e+08	0	0.00523399	0.0125401	0.00375862	0.10284	0.00208586	0.0957093	0.0403294	0.114213	0.732158	0.00321633	0.00768948	0.0147668	0.00796675	0.00736314	0.00263665	0.00451289	0.0295179	0.271545	0	0.230892	0.226297	0	0.271267	0.271545	0.230892	0.226297	0.271267	4.972971	0.28301	0.21688	0.217169	0.282941	5	0.999873	0.999968	1.00003	1.00013	1.186537
2061	1	-2544902	-2544916	13.53511	1e+08	0	0.0121754	0.012645	0.00379306	0.103243	0.00208888	0.0945731	0.0400658	0.114554	0.734881	0.00343863	0.00365728	0.00791709	0.029011	0.00451181	0.00434393	0.0147837	0.00274632	0.271222	0	0.230077	0.225921	0	0.27278	0.271222	0.230077	0.225921	0.27278	3.19144	0.282834	0.216528	0.216778	0.283861	5	0.999873	0.999968	1.00003	1.00013	1.18843
2062	0	-2544224	-2544238	14.2759	1e+08	0	0.00496194	0.0125615	0.00386728	0.102091	0.00208586	0.0945081	0.0401041	0.114256	0.735595	0.00330612	0.00773156	0.0151192	0.00823488	0.00713585	0.00264157	0.00435192	0.0291449	0.270531	0	0.229131	0.226694	0	0.273645	0.270531	0.229131	0.226694	0.273645	2.457987	0.28301	0.21688	0.217169	0.282941	5	0.999873	0.999968	1.00003	1.00013	1.187697
2063	1	-2544916	-2544912	-3.864814	9.457358e+07	1	0.0122769	0.0124552	0.00385616	0.10305	0.00203213	0.0946764	0.0400748	0.115311	0.734896	0.00318981	0.0034972	0.00790433	0.0292078	0.00442621	0.00463855	0.0145186	0.00265586	0.272405	0	0.229833	0.225909	0	0.271853	0.272405	0.229833	0.225909	0.271853	2.168319	0.282663	0.216482	0.216732	0.284123	5	0.999869	0.999966	1.00003	1.00013	1.188667
2064	0	-2544223	-2544239	15.47822	1e+08	0	0.00500216	0.0123993	0.00387656	0.102839	0.00206954	0.0939425	0.0402545	0.11493	0.733454	0.00343214	0.00760763	0.0151171	0.00780367	0.0074118	0.00262578	0.00446757	0.0290182	0.270992	0	0.230594	0.224785	0	0.273628	0.270992	0.230594	0.224785	0.273628	1.270111	0.28355	0.217294	0.216687	0.282469	5	0.999873	0.999968	1.00003	1.00013	1.186252
2065	1	-2544895	-2544910	15.70935	1e+08	0	0.012468	0.0128901	0.00384417	0.103016	0.00208305	0.0943182	0.0400165	0.115248	0.733434	0.00329868	0.00346909	0.00779428	0.0295653	0.00430333	0.00449785	0.0145764	0.00268503	0.272405	0	0.229833	0.225909	0	0.271853	0.272405	0.229833	0.225909	0.271853	1.026419	0.282622	0.216451	0.216844	0.284082	5	0.999873	0.999968	1.00003	1.00013	1.187508
2066	0	-2544219	-2544235	16.21637	1e+08	0	0.00535397	0.0125914	0.00388069	0.102502	0.00199561	0.0950368	0.0400054	0.115273	0.735733	0.00321135	0.00778661	0.0148074	0.0078439	0.00718943	0.00259521	0.00437296	0.0293344	0.270992	0	0.230594	0.224785	0	0.273628	0.270992	0.230594	0.224785	0.273628	0.4993519	0.28355	0.217294	0.216687	0.282469	5	0.999873	0.999968	1.00003	1.00013	1.189513
2067	1	-2544920	-2544917	-2.657231	1667156	1	0.0123043	0.0127351	0.00408098	0.102687	0.00210964	0.0951051	0.0403654	0.115734	0.735615	0.0034179	0.00346034	0.00777701	0.0301356	0.00413396	0.00437425	0.0150833	0.002635	0.272405	0	0.229833	0.225909	0	0.271853	0.272405	0.229833	0.225909	0.271853	0.9298523	0.282489	0.216349	0.217375	0.283786	5	0.999016	0.999748	1.00025	1.00098	1.191755
2068	0	-2544220	-2544236	16.02726	1e+08	0	0.00502338	0.0126857	0.00388069	0.103095	0.00194622	0.0951984	0.0396832	0.115555	0.734632	0.00330113	0.00756178	0.0147345	0.00756953	0.00746546	0.00266271	0.00445768	0.0291841	0.271412	0	0.230011	0.226402	0	0.272175	0.271412	0.230011	0.226402	0.272175	0.6972213	0.283333	0.217127	0.217286	0.282253	5	0.999873	0.999968	1.00003	1.00013	1.188637
2069	1	-2544902	-2544919	16.63773	1e+08	0	0.0124575	0.0125939	0.00411135	0.103379	0.00207487	0.0947437	0.0399784	0.114697	0.732146	0.00332209	0.00346034	0.00792434	0.0296084	0.00435077	0.00440572	0.0144773	0.00277612	0.271413	0	0.230853	0.226125	0	0.271609	0.271413	0.230853	0.226125	0.271609	0.1080545	0.283189	0.216245	0.216916	0.283649	5	0.999873	0.999968	1.00003	1.00013	1.186506
2070	0	-2544223	-2544239	16.5292	1e+08	0	0.00483234	0.0127594	0.00395894	0.102522	0.00215307	0.0948558	0.0398134	0.115436	0.734632	0.00336283	0.00775566	0.0146	0.0079588	0.00749902	0.00252672	0.00456549	0.0296248	0.270119	0	0.230322	0.226046	0	0.273513	0.270119	0.230322	0.226046	0.273513	0.19309	0.283848	0.216972	0.21713	0.28205	5	0.999873	0.999968	1.00003	1.00013	1.188856
2071	1	-2544919	-2544918	-1.847321	7.247985e+07	1	0.01252	0.012721	0.00390537	0.103395	0.0020199	0.0951543	0.0397809	0.115195	0.737289	0.00348163	0.00346034	0.0078332	0.0292473	0.00422529	0.00443248	0.014364	0.00266946	0.272622	0	0.228134	0.226811	0	0.272433	0.272622	0.228134	0.226811	0.272433	0.1205579	0.283651	0.216373	0.216159	0.283816	5	0.99985	0.999962	1.00004	1.00015	1.191693
2072	0	-2544224	-2544240	15.7187	1e+08	0	0.00527149	0.0125587	0.00365034	0.102897	0.00199001	0.0947456	0.0403565	0.115604	0.732371	0.00317399	0.00741296	0.0148462	0.00761292	0.00741348	0.00264993	0.00454761	0.0292603	0.270159	0	0.230356	0.225932	0	0.273553	0.270159	0.230356	0.225932	0.273553	1.028538	0.283808	0.216984	0.217142	0.282066	5	0.999873	0.999968	1.00003	1.00013	1.186362
2073	1	-2544894	-2544910	16.59455	1e+08	0	0.0123121	0.0125963	0.00387101	0.103148	0.00201985	0.0950639	0.0399317	0.115018	0.736863	0.00338758	0.00374933	0.00791433	0.029102	0.00421946	0.00460935	0.0148291	0.00266856	0.272289	0	0.229077	0.226534	0	0.2721	0.272289	0.229077	0.226534	0.2721	0.103259	0.282793	0.216632	0.216418	0.284157	5	0.999873	0.999968	1.00003	1.00013	1.191304
2074	0	-2544223	-2544240	16.57665	1e+08	0	0.0049899	0.0127755	0.00365056	0.102658	0.00203186	0.0955464	0.0403011	0.115693	0.734566	0.00329296	0.0075616	0.0148027	0.00810193	0.00727528	0.00267979	0.00445614	0.0290333	0.269951	0	0.23124	0.226798	0	0.272011	0.269951	0.23124	0.226798	0.272011	0.1400295	0.283573	0.216693	0.216962	0.282772	5	0.999873	0.999968	1.00003	1.00013	1.189417
2075	1	-2544897	-2544913	16.16486	1e+08	0	0.0121064	0.0126721	0.00385866	0.102122	0.00208025	0.0951871	0.0399814	0.114533	0.733991	0.00334143	0.00362692	0.00786982	0.02931	0.00410444	0.00446755	0.015044	0.00270695	0.272284	0	0.229123	0.226498	0	0.272094	0.272284	0.229123	0.226498	0.272094	0.5759659	0.282998	0.216375	0.216266	0.284362	5	0.999873	0.999968	1.00003	1.00013	1.187003
2076	0	-2544235	-2544233	-2.084155	8.443663e+07	1	0.0052129	0.0125854	0.00385572	0.102033	0.00204532	0.0948365	0.0402183	0.115408	0.735191	0.00328872	0.00760416	0.0148778	0.00786528	0.00737598	0.00258752	0.00461531	0.0291379	0.27082	0	0.229809	0.227455	0	0.271915	0.27082	0.229809	0.227455	0.271915	0.3869329	0.283585	0.216702	0.216929	0.282784	5	0.999862	0.999965	1.00004	1.00014	1.188739
2077	1	-2544899	-2544915	15.88109	1e+08	0	0.0122039	0.0128075	0.00395708	0.102635	0.00198449	0.0949496	0.04022	0.114602	0.733964	0.0034109	0.00362692	0.00774564	0.028738	0.00421968	0.00456358	0.0146258	0.0026288	0.27209	0	0.229583	0.225686	0	0.27264	0.27209	0.229583	0.225686	0.27264	0.8609331	0.283821	0.217004	0.216895	0.282279	5	0.999873	0.999968	1.00003	1.00013	1.186882
2078	0	-2544220	-2544235	15.33848	1e+08	0	0.00509626	0.012642	0.00392081	0.102938	0.00210409	0.0947545	0.0398154	0.115028	0.732159	0.00323154	0.0076553	0.0149678	0.00806034	0.00747343	0.00268728	0.00423304	0.0292603	0.270847	0	0.230421	0.225819	0	0.272912	0.270847	0.230421	0.225819	0.272912	1.412104	0.283469	0.216614	0.217249	0.282668	5	0.999873	0.999968	1.00003	1.00013	1.186027
2079	1	-2544902	-2544918	15.57336	1e+08	0	0.0125496	0.0127744	0.00395019	0.102179	0.00201061	0.0955407	0.0400773	0.114917	0.735242	0.00325359	0.00362692	0.00756413	0.0292436	0.00403011	0.00448877	0.0146882	0.00265191	0.269253	0	0.230841	0.226401	0	0.273504	0.269253	0.230841	0.226401	0.273504	1.149599	0.284013	0.217151	0.216367	0.282469	5	0.999873	0.999968	1.00003	1.00013	1.188789
2080	0	-2544221	-2544236	15.71594	1e+08	0	0.00542121	0.0125059	0.00388193	0.102388	0.00205233	0.0950713	0.0397454	0.115368	0.73461	0.0033551	0.00778865	0.0147659	0.00775758	0.00758859	0.00262112	0.0045538	0.0291907	0.271228	0	0.230745	0.226136	0	0.271891	0.271228	0.230745	0.226136	0.271891	1.008259	0.282906	0.216184	0.216818	0.284092	5	0.999873	0.999968	1.00003	1.00013	1.188665
2081	1	-2544927	-2544920	-6.431222	7.91107e+07	1	0.0122524	0.0126852	0.00384383	0.102273	0.00203494	0.0945569	0.0403179	0.115399	0.739055	0.00346067	0.00374951	0.00754689	0.0292021	0.00416305	0.00425426	0.0148339	0.00265395	0.26998	0	0.229541	0.226727	0	0.273752	0.26998	0.229541	0.226727	0.273752	4.698563	0.283567	0.217673	0.216215	0.282545	5	0.999857	0.999964	1.00004	1.00014	1.192283
2082	0	-2544240	-2544238	-2.172704	8.576794e+07	1	0.00540379	0.0127979	0.00393044	0.101617	0.00207502	0.0950468	0.0395665	0.116045	0.732036	0.00332528	0.00746532	0.0149564	0.00757245	0.00743522	0.00256159	0.00454615	0.0296224	0.272269	0	0.229319	0.226317	0	0.272094	0.272269	0.229319	0.226317	0.272094	0.5028373	0.282368	0.216346	0.216981	0.284306	5	0.999863	0.999965	1.00003	1.00014	1.186004
2083	1	-2544916	-2544914	-1.9552	2346796	1	0.0126346	0.0127114	0.00391527	0.103082	0.00202918	0.0945576	0.0399942	0.115384	0.732448	0.00339206	0.00348968	0.00775709	0.0294977	0.00419676	0.0044207	0.0146018	0.00257327	0.269965	0	0.229402	0.226715	0	0.273918	0.269965	0.229402	0.226715	0.273918	0.2785092	0.283457	0.217548	0.216477	0.282519	5	0.99917	0.999788	1.00021	1.00083	1.186686
2084	0	-2544239	-2544237	-2.40231	3.482825e+07	1	0.00554088	0.012614	0.00374527	0.102076	0.002066	0.0945809	0.0403769	0.114881	0.73205	0.00330251	0.00771146	0.0147942	0.00785139	0.00734699	0.00253574	0.00440737	0.0296016	0.27249	0	0.228726	0.227657	0	0.271127	0.27249	0.228726	0.227657	0.271127	0.7376577	0.283068	0.216135	0.216769	0.284028	5	0.999785	0.999945	1.00005	1.00022	1.185482
2085	1	-2544900	-2544917	16.5304	1e+08	0	0.0121327	0.0126903	0.00378088	0.102638	0.0019743	0.095266	0.0401138	0.115913	0.735184	0.00336576	0.00337438	0.00783018	0.0287818	0.00468568	0.00457921	0.0144349	0.00266777	0.271081	0	0.229752	0.226585	0	0.272581	0.271081	0.229752	0.226585	0.272581	0.186312	0.283395	0.217002	0.21674	0.282863	5	0.999873	0.999968	1.00003	1.00013	1.189414
2086	0	-2544221	-2544237	16.22769	1e+08	0	0.00526369	0.0127204	0.00376894	0.101814	0.00196261	0.0952238	0.0401015	0.1159	0.732078	0.00331171	0.00771916	0.0149233	0.00773963	0.00755403	0.00268785	0.00466504	0.0295885	0.272167	0	0.23019	0.226019	0	0.271625	0.272167	0.23019	0.226019	0.271625	0.5129347	0.283068	0.216135	0.216769	0.284028	5	0.999873	0.999968	1.00003	1.00013	1.187023
2087	1	-2544901	-2544916	14.98113	1e+08	0	0.012532	0.0127762	0.003852	0.10282	0.00202999	0.0951404	0.0398239	0.115871	0.736085	0.00337321	0.00344814	0.00752709	0.0290001	0.00426992	0.0041925	0.0146788	0.00254872	0.271543	0	0.229607	0.226442	0	0.272408	0.271543	0.229607	0.226442	0.272408	1.730036	0.283736	0.216125	0.21708	0.283059	5	0.999873	0.999968	1.00003	1.00013	1.189968
2088	0	-2544219	-2544235	16.22589	1e+08	0	0.00498824	0.012709	0.00386683	0.101884	0.00206784	0.0944984	0.0400007	0.114581	0.735031	0.00340072	0.00753272	0.0146385	0.00812379	0.00730712	0.00268758	0.00438547	0.0294901	0.272078	0	0.22891	0.226754	0	0.272258	0.272078	0.22891	0.226754	0.272258	0.5130279	0.283068	0.216135	0.216769	0.284028	5	0.999873	0.999968	1.00003	1.00013	1.187193
2089	1	-2544907	-2544923	15.68092	1e+08	0	0.0123295	0.0129142	0.00376743	0.103702	0.00186778	0.0953193	0.0402795	0.114941	0.734965	0.00320667	0.0039048	0.00794252	0.0298349	0.00412576	0.00432172	0.0150354	0.00257815	0.272258	0	0.228706	0.227368	0	0.271668	0.272258	0.228706	0.227368	0.271668	1.019566	0.283343	0.215827	0.21678	0.28405	5	0.999873	0.999968	1.00003	1.00013	1.191036
2090	0	-2544238	-2544234	-3.92263	3.837791e+07	1	0.00514451	0.012476	0.00376327	0.102798	0.00205407	0.0951852	0.0401621	0.115849	0.732344	0.00327847	0.00774319	0.0145718	0.00806785	0.00748632	0.00249314	0.00453676	0.029216	0.272474	0	0.2292	0.225379	0	0.272948	0.272474	0.2292	0.225379	0.272948	2.24111	0.283389	0.216484	0.216899	0.283229	5	0.999795	0.999948	1.00005	1.00021	1.187169
2091	1	-2544913	-2544909	-4.230082	6.705632e+07	1	0.012382	0.0126074	0.00395602	0.102456	0.00201633	0.0948513	0.0399917	0.11588	0.735408	0.0033187	0.00365453	0.00790478	0.0296523	0.00413786	0.00454379	0.0146982	0.00264049	0.272223	0	0.229658	0.226486	0	0.271633	0.272223	0.229658	0.226486	0.271633	2.519253	0.282916	0.217068	0.216395	0.283621	5	0.999845	0.999961	1.00004	1.00016	1.1901
2092	0	-2544240	-2544236	-4.193705	7.519685e+07	1	0.00531558	0.0126734	0.00372004	0.102892	0.00194534	0.0960772	0.0401335	0.115286	0.734868	0.00335419	0.0079126	0.0146809	0.00784329	0.00739449	0.00258736	0.0044772	0.0296883	0.271419	0	0.229984	0.22615	0	0.272447	0.271419	0.229984	0.22615	0.272447	2.475382	0.282908	0.216681	0.217096	0.283315	5	0.999853	0.999962	1.00004	1.00015	1.190849
2093	1	-2544914	-2544912	-1.966819	2.984309e+07	1	0.0119984	0.012948	0.00397742	0.102502	0.00202652	0.0945783	0.0401677	0.114794	0.733836	0.00331854	0.00337667	0.00780055	0.0294308	0.00446643	0.00444686	0.0148662	0.00259186	0.271647	0	0.229173	0.226007	0	0.273174	0.271647	0.229173	0.226007	0.273174	0.2857256	0.282916	0.217068	0.216395	0.283621	5	0.999767	0.99994	1.00006	1.00023	1.187126
2094	0	-2544238	-2544235	-3.098435	5348271	1	0.00506802	0.0127187	0.00380772	0.101897	0.00187703	0.0951176	0.0403832	0.11515	0.734434	0.00326281	0.00771685	0.0145981	0.00789098	0.00739449	0.00255907	0.004467	0.02948	0.271245	0	0.230478	0.226005	0	0.272272	0.271245	0.230478	0.226005	0.272272	1.410376	0.282627	0.216882	0.217457	0.283034	5	0.99945	0.99986	1.00014	1.00055	1.187823
