Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]
9173	1	-2544218	-2544237	19.03165	0.00548376	0.0128315	0.00373428	0.102737	0.00209681	0.0947508	0.0399861	0.114938	0.734814	0.00334282	0.00771143	0.0292146	0.00756241	0.00443696	0.00266108	0.00743494	0.014442	0.272446	0	0.229158	0.227239	0	0.271157	0.272446	0.229158	0.227239	0.271157	0.283008	0.216881	0.217102	0.283009
9174	0	-2544503	-2544523	19.04307	0.00550154	0.0128851	0.00447688	0.10092	0.00204204	0.0951879	0.0406442	0.119008	0.730357	0.00333477	0.00783652	0.00445841	0.0339031	0.00416662	0.0024502	0.00431194	0.0155523	0.271069	0	0.230052	0.226335	0	0.272543	0.271069	0.230052	0.226335	0.272543	0.282723	0.21743	0.21692	0.282927
9175	1	-2544219	-2544239	19.05983	0.00496002	0.0124114	0.0037799	0.102012	0.00194409	0.0957944	0.0399329	0.115349	0.731351	0.00334763	0.00775406	0.0293681	0.00783853	0.00466122	0.00259427	0.00750659	0.0147556	0.272481	0	0.229187	0.22714	0	0.271191	0.272481	0.229187	0.22714	0.271191	0.283008	0.216881	0.217102	0.283009
9176	0	-2544498	-2544517	18.99902	0.00542695	0.0126636	0.00436216	0.101435	0.00193583	0.094164	0.0397884	0.118157	0.736919	0.00322805	0.00772812	0.00448447	0.0341893	0.00426104	0.00270817	0.00438056	0.0156101	0.271733	0	0.228623	0.226434	0	0.27321	0.271733	0.228623	0.226434	0.27321	0.282709	0.216905	0.216333	0.284053
9177	1	-2544217	-2544236	19.02783	0.00486778	0.0126669	0.00386614	0.102775	0.00194377	0.0953475	0.0402488	0.115232	0.733973	0.00330818	0.00756964	0.0295183	0.00792813	0.00446977	0.00278104	0.0072345	0.0148305	0.272565	0	0.229258	0.226954	0	0.271223	0.272565	0.229258	0.226954	0.271223	0.283109	0.216845	0.21718	0.282867
9178	0	-2544500	-2544519	19.02431	0.00558872	0.0124608	0.00417008	0.102168	0.00209145	0.0946602	0.0399179	0.11854	0.732969	0.00329493	0.00739808	0.00424532	0.0345041	0.00432676	0.00266142	0.0045005	0.015415	0.274027	0	0.227902	0.225721	0	0.27235	0.274027	0.227902	0.225721	0.27235	0.282944	0.216254	0.216513	0.284289
9179	1	-2544216	-2544235	19.06473	0.00556947	0.0127843	0.00391769	0.102576	0.00205433	0.0948622	0.0396795	0.114998	0.731721	0.0032135	0.00750708	0.0291865	0.00744256	0.00447232	0.0026123	0.0075505	0.0147232	0.272009	0	0.228791	0.226491	0	0.272709	0.272009	0.228791	0.226491	0.272709	0.283109	0.216845	0.21718	0.282867
9180	0	-2544498	-2544517	19.03731	0.00586015	0.0128742	0.00416541	0.102243	0.00205586	0.0939429	0.0397491	0.118183	0.732202	0.0032622	0.00746788	0.00447624	0.0341716	0.00454962	0.00257002	0.00439008	0.0154493	0.27219	0	0.228737	0.225726	0	0.273347	0.27219	0.228737	0.225726	0.273347	0.282903	0.216222	0.216627	0.284248
9181	1	-2544221	-2544240	18.99766	0.00536511	0.0127154	0.00382413	0.102481	0.00189041	0.0955038	0.0401442	0.116157	0.735806	0.00336195	0.00764055	0.0292944	0.00764053	0.00453784	0.00278912	0.00743338	0.0149926	0.272163	0	0.22892	0.226619	0	0.272297	0.272163	0.22892	0.226619	0.272297	0.282994	0.216757	0.217498	0.282751
9182	0	-2544502	-2544521	19.05445	0.00590773	0.0128927	0.0043515	0.101308	0.00199432	0.0938661	0.0395343	0.117599	0.732497	0.00323965	0.00726445	0.00432752	0.0340275	0.00448397	0.00246854	0.0046838	0.0154527	0.27219	0	0.228737	0.225726	0	0.273347	0.27219	0.228737	0.225726	0.273347	0.283673	0.215987	0.216917	0.283423
9183	1	-2544218	-2544237	19.03883	0.00493969	0.012659	0.00368931	0.102365	0.00206445	0.0952314	0.0402253	0.114252	0.734172	0.00325562	0.00774597	0.0296893	0.00804451	0.00449329	0.00255437	0.00721027	0.0148697	0.271962	0	0.228847	0.225042	0	0.274149	0.271962	0.228847	0.225042	0.274149	0.283645	0.21712	0.216009	0.283226
9184	0	-2544494	-2544513	19.02061	0.0057953	0.012591	0.00413948	0.102169	0.00198739	0.0945546	0.0400434	0.118294	0.7336	0.00337962	0.00737759	0.00444862	0.0338835	0.00424875	0.00268419	0.00433386	0.0157517	0.271672	0	0.229575	0.225521	0	0.273232	0.271672	0.229575	0.225521	0.273232	0.283673	0.215987	0.216917	0.283423
9185	1	-2544220	-2544239	19.01901	0.00480551	0.0127567	0.00406027	0.102456	0.00196833	0.0947259	0.040052	0.115108	0.736423	0.00322966	0.00761832	0.0290163	0.00807918	0.0044773	0.00258679	0.00739342	0.0146854	0.271103	0	0.228124	0.227489	0	0.273283	0.271103	0.228124	0.227489	0.273283	0.283645	0.21712	0.216009	0.283226
9186	0	-2544496	-2544515	18.9855	0.00554399	0.0125522	0.00429185	0.101988	0.00208193	0.0952094	0.0403309	0.118804	0.735732	0.00328601	0.00733666	0.00435227	0.0341651	0.00450908	0.00268937	0.00441786	0.0155036	0.271672	0	0.229575	0.225521	0	0.273232	0.271672	0.229575	0.225521	0.273232	0.283814	0.216094	0.216528	0.283563
9187	1	-2544225	-2544244	18.99131	0.00505915	0.0128077	0.00376605	0.102648	0.00205594	0.0953988	0.0404403	0.115767	0.736265	0.00346099	0.00763753	0.0295373	0.00802172	0.00452725	0.00276961	0.00717328	0.014878	0.270834	0	0.227897	0.227263	0	0.274006	0.270834	0.227897	0.227263	0.274006	0.283472	0.216988	0.215877	0.283664
9188	0	-2544499	-2544518	19.02237	0.00567621	0.0122159	0.00450172	0.102042	0.00203895	0.0941994	0.0401614	0.119215	0.732781	0.00331878	0.00772495	0.00430864	0.0339616	0.00432723	0.00265605	0.00441486	0.0155629	0.271672	0	0.229575	0.225521	0	0.273232	0.271672	0.229575	0.225521	0.273232	0.283844	0.216085	0.216519	0.283551
9189	1	-2544219	-2544238	19.0501	0.00483525	0.0126766	0.00390232	0.103349	0.00204622	0.0943588	0.040395	0.114392	0.732656	0.0032287	0.00752441	0.0294646	0.00805222	0.00451328	0.00258692	0.00763237	0.0147206	0.270444	0	0.229009	0.226936	0	0.273611	0.270444	0.229009	0.226936	0.273611	0.283704	0.217166	0.216054	0.283076
9190	0	-2544494	-2544513	19.00944	0.00583032	0.0126983	0.00426966	0.101557	0.00208702	0.0953507	0.0400671	0.118208	0.733812	0.00324098	0.00756911	0.00443461	0.034111	0.00434648	0.00264361	0.00449602	0.0156776	0.271672	0	0.229575	0.225521	0	0.273232	0.271672	0.229575	0.225521	0.273232	0.281992	0.217013	0.217449	0.283547
9191	1	-2544217	-2544236	19.05263	0.00497438	0.0125844	0.00376414	0.102562	0.00205749	0.0950291	0.0399145	0.114955	0.732622	0.00330968	0.00767347	0.0294492	0.00815644	0.00447386	0.00248166	0.00722755	0.014845	0.272647	0	0.229589	0.226339	0	0.271425	0.272647	0.229589	0.226339	0.271425	0.283634	0.217112	0.216001	0.283253
9192	0	-2544502	-2544521	19.0134	0.00540118	0.0128641	0.00448834	0.102358	0.0019393	0.0943591	0.0402848	0.117063	0.734457	0.00344874	0.00767068	0.00436104	0.0343981	0.00447504	0.00256195	0.00447211	0.0154009	0.271855	0	0.229923	0.225728	0	0.272494	0.271855	0.229923	0.225728	0.272494	0.281992	0.217013	0.217449	0.283547
9193	1	-2544216	-2544235	19.03496	0.00520321	0.0125831	0.00391077	0.102907	0.00202345	0.0952885	0.0397897	0.114953	0.733368	0.00335351	0.00779491	0.0293304	0.00777265	0.00435534	0.00260993	0.00769899	0.014905	0.272414	0	0.229394	0.226146	0	0.272046	0.272414	0.229394	0.226146	0.272046	0.282976	0.216608	0.21782	0.282596
9194	0	-2544496	-2544515	19.01156	0.00579206	0.0126312	0.0044485	0.101584	0.00210634	0.0946885	0.0400026	0.118571	0.733587	0.00336074	0.00759615	0.00457956	0.0341327	0.00440612	0.00251928	0.0044385	0.0157427	0.271023	0	0.230186	0.225986	0	0.272805	0.271023	0.230186	0.225986	0.272805	0.28389	0.215893	0.21711	0.283106
9195	1	-2544220	-2544239	19.02211	0.00500259	0.0125683	0.00395856	0.10292	0.00199544	0.0953489	0.0396467	0.114704	0.736389	0.00330936	0.00747121	0.0290164	0.00779229	0.00435543	0.00257978	0.00749359	0.014581	0.271859	0	0.22966	0.226408	0	0.272073	0.271859	0.22966	0.226408	0.272073	0.282976	0.216608	0.21782	0.282596
9196	0	-2544501	-2544520	19.05319	0.00529151	0.0126842	0.00416721	0.10059	0.00202256	0.0938399	0.0399993	0.117388	0.733207	0.00336685	0.00751783	0.00438641	0.0340951	0.00440714	0.00273114	0.00448553	0.015845	0.271731	0	0.228913	0.226576	0	0.27278	0.271731	0.228913	0.226576	0.27278	0.283854	0.215865	0.216665	0.283616
9197	1	-2544215	-2544234	19.01164	0.00501446	0.0128397	0.00376912	0.103269	0.0020321	0.0948234	0.0402191	0.11553	0.73517	0.00331142	0.00780171	0.0290509	0.00791098	0.00438648	0.00262358	0.00748525	0.0149424	0.271487	0	0.229642	0.226482	0	0.272388	0.271487	0.229642	0.226482	0.272388	0.282976	0.216608	0.21782	0.282596
9198	0	-2544499	-2544518	18.98178	0.00560024	0.0126623	0.00411624	0.101339	0.0021141	0.0944898	0.0405355	0.118833	0.73658	0.00333903	0.00741901	0.00424647	0.0343425	0.00457399	0.00261062	0.00444146	0.0159222	0.272287	0	0.228699	0.226625	0	0.27239	0.272287	0.228699	0.226625	0.27239	0.282581	0.21627	0.216839	0.28431
9199	1	-2544216	-2544235	19.03744	0.00524614	0.0126369	0.00380888	0.102185	0.00205579	0.095507	0.0400228	0.115121	0.733386	0.00322603	0.007527	0.0295329	0.00781776	0.00448636	0.00262217	0.00743987	0.0149774	0.271236	0	0.231087	0.22608	0	0.271596	0.271236	0.231087	0.22608	0.271596	0.282584	0.217483	0.216197	0.283737
9200	0	-2544496	-2544515	19.00904	0.00547189	0.0127032	0.00426559	0.101723	0.0021277	0.0945576	0.0401063	0.119696	0.733204	0.00337912	0.00778904	0.00434701	0.0340531	0.00446458	0.00253863	0.00453921	0.0154739	0.272025	0	0.229442	0.226406	0	0.272127	0.272025	0.229442	0.226406	0.272127	0.28228	0.217104	0.216608	0.284008
9201	1	-2544227	-2544246	19.10336	0.0052255	0.0124227	0.00363054	0.102623	0.00197572	0.0948023	0.0399841	0.114537	0.728352	0.00345093	0.00768948	0.0296925	0.00779429	0.00442043	0.00245575	0.0072582	0.0146925	0.271476	0	0.230702	0.22628	0	0.271541	0.271476	0.230702	0.22628	0.271541	0.282584	0.217483	0.216197	0.283737
9202	0	-2544498	-2544517	19.02843	0.00572685	0.0128252	0.00451561	0.101278	0.00208601	0.0937388	0.0401027	0.118245	0.734056	0.00321374	0.00730029	0.00428937	0.0338466	0.00425444	0.00264358	0.00443109	0.0159467	0.273197	0	0.230431	0.226101	0	0.270271	0.273197	0.230431	0.226101	0.270271	0.28183	0.216758	0.217664	0.283748
9203	1	-2544216	-2544235	19.04929	0.00506252	0.0130107	0.00378009	0.102909	0.00197248	0.0948038	0.0397749	0.114641	0.732798	0.00323123	0.00768214	0.0292123	0.00802203	0.00442772	0.00267494	0.00742779	0.0149844	0.272651	0	0.228184	0.22645	0	0.272716	0.272651	0.228184	0.22645	0.272716	0.283267	0.216415	0.217016	0.283303
9204	0	-2544496	-2544515	19.01137	0.00557638	0.0126046	0.00437132	0.101578	0.00200647	0.0946481	0.0400747	0.118445	0.734979	0.00333537	0.00763737	0.00411552	0.0335395	0.00446992	0.00263393	0.00424692	0.0159446	0.271733	0	0.230451	0.226377	0	0.271439	0.271733	0.230451	0.226377	0.271439	0.283342	0.216405	0.217309	0.282945
9205	1	-2544219	-2544238	19.04157	0.00510856	0.0128047	0.00379002	0.102669	0.00208375	0.0951018	0.0400665	0.115043	0.732187	0.00342702	0.00785461	0.0294791	0.00791011	0.00440188	0.002562	0.00721839	0.0154793	0.271757	0	0.230713	0.225708	0	0.271822	0.271757	0.230713	0.225708	0.271822	0.283267	0.216415	0.217016	0.283303
9206	0	-2544495	-2544514	19.04819	0.0056047	0.0127785	0.00437104	0.102236	0.00202052	0.0946413	0.0405335	0.117932	0.730155	0.00330958	0.00724971	0.00437668	0.0341643	0.00441185	0.00252375	0.00434811	0.0158681	0.271728	0	0.230466	0.226372	0	0.271433	0.271728	0.230466	0.226372	0.271433	0.283106	0.216225	0.217128	0.283541
9207	1	-2544219	-2544238	18.97974	0.00544485	0.0125861	0.00381624	0.103263	0.00207997	0.095029	0.0405864	0.11551	0.737092	0.00327849	0.00789095	0.0292823	0.00771448	0.00457558	0.00265932	0.00743079	0.0151309	0.271986	0	0.229119	0.226941	0	0.271953	0.271986	0.229119	0.226941	0.271953	0.282994	0.216497	0.217098	0.283411
9208	0	-2544496	-2544515	18.99951	0.00576682	0.0128927	0.00425947	0.102414	0.00209712	0.0945808	0.040034	0.118933	0.73391	0.00343028	0.00739087	0.00425219	0.0339766	0.00436926	0.00271211	0.00455284	0.015821	0.271776	0	0.230507	0.226177	0	0.271539	0.271776	0.230507	0.226177	0.271539	0.28269	0.2161	0.217363	0.283847
9209	1	-2544215	-2544234	19.03405	0.00531961	0.0127183	0.00385633	0.103408	0.00212668	0.0953445	0.0404003	0.11502	0.732556	0.00330906	0.00780323	0.0293375	0.00779233	0.00435925	0.0025081	0.00723823	0.0148411	0.271986	0	0.229119	0.226941	0	0.271953	0.271986	0.229119	0.226941	0.271953	0.282621	0.217143	0.217053	0.283183
9210	0	-2544497	-2544516	19.03584	0.00562344	0.0126824	0.00422294	0.101487	0.00201101	0.0944825	0.0405754	0.117507	0.732936	0.0031702	0.00745213	0.00440929	0.0343921	0.00430242	0.00261432	0.00420937	0.0156819	0.271776	0	0.230507	0.226177	0	0.271539	0.271776	0.230507	0.226177	0.271539	0.282602	0.216478	0.217295	0.283625
9211	1	-2544217	-2544237	19.09235	0.00510495	0.0125678	0.00360019	0.101892	0.00204933	0.0946613	0.0399341	0.114882	0.730087	0.00328152	0.00772795	0.0292544	0.00808393	0.00443011	0.00257137	0.00731914	0.0146611	0.271864	0	0.229158	0.226979	0	0.271999	0.271864	0.229158	0.226979	0.271999	0.282621	0.217143	0.217053	0.283183
9212	0	-2544493	-2544512	19.01589	0.00553641	0.0127972	0.00435312	0.102205	0.002044	0.0947751	0.0403272	0.118662	0.732941	0.00327623	0.00787289	0.00437301	0.0335864	0.00444329	0.00256079	0.0045386	0.0154632	0.2728	0	0.229362	0.226233	0	0.271605	0.2728	0.229362	0.226233	0.271605	0.283097	0.216858	0.216783	0.283262
9213	1	-2544223	-2544242	19.05226	0.00525591	0.0125922	0.00375541	0.102465	0.00201327	0.0949052	0.0407216	0.115253	0.73186	0.00326285	0.00726643	0.0297837	0.00783978	0.00451923	0.00259037	0.00727042	0.0147639	0.271382	0	0.229234	0.22561	0	0.273774	0.271382	0.229234	0.22561	0.273774	0.28309	0.216131	0.21634	0.284439
9214	0	-2544495	-2544514	19.0255	0.005581	0.0129468	0.00432319	0.101599	0.00214764	0.0942448	0.0401598	0.11836	0.733827	0.00326389	0.00769043	0.00431799	0.0336298	0.004508	0.0024802	0.00429657	0.015418	0.272088	0	0.229619	0.225645	0	0.272649	0.272088	0.229619	0.225645	0.272649	0.282913	0.216717	0.217328	0.283042
9215	1	-2544220	-2544239	19.04618	0.00505711	0.0124791	0.00379161	0.102672	0.00207832	0.0951916	0.0406876	0.114609	0.732268	0.0033822	0.00766747	0.0295328	0.00792046	0.00458739	0.00264832	0.00749284	0.0146602	0.270749	0	0.228693	0.227423	0	0.273135	0.270749	0.228693	0.227423	0.273135	0.28309	0.216131	0.21634	0.284439
9216	0	-2544494	-2544513	19.01945	0.00569521	0.0130228	0.00417043	0.101279	0.00215853	0.0948902	0.0400061	0.118315	0.733499	0.00334805	0.00727891	0.00440285	0.0342627	0.00444853	0.00266226	0.00436806	0.0155908	0.272088	0	0.229619	0.225645	0	0.272649	0.272088	0.229619	0.225645	0.272649	0.28296	0.216458	0.216761	0.283821
9217	1	-2544217	-2544236	19.04929	0.00527091	0.0128216	0.00398411	0.102927	0.00191541	0.0948953	0.0397084	0.115118	0.732578	0.00327935	0.00774314	0.0289585	0.00786654	0.00453166	0.00261077	0.00737766	0.0148288	0.271543	0	0.229364	0.225157	0	0.273936	0.271543	0.229364	0.225157	0.273936	0.283665	0.216571	0.216351	0.283413
9218	0	-2544492	-2544511	19.02187	0.00560738	0.0126697	0.00437098	0.102244	0.00201065	0.0946596	0.0399883	0.118449	0.732954	0.00335613	0.00762083	0.00444366	0.0337608	0.00439059	0.00245044	0.00463475	0.0155452	0.271897	0	0.229458	0.226063	0	0.272582	0.271897	0.229458	0.226063	0.272582	0.28296	0.216458	0.216761	0.283821
9219	1	-2544214	-2544233	19.02062	0.00509626	0.0126689	0.0040015	0.103256	0.00198957	0.0952298	0.0399179	0.11506	0.734596	0.00333184	0.00745998	0.0294125	0.00784921	0.00450889	0.00257919	0.00737206	0.0149513	0.271543	0	0.229364	0.225157	0	0.273936	0.271543	0.229364	0.225157	0.273936	0.283416	0.217162	0.216259	0.283163
9220	0	-2544503	-2544522	18.95641	0.00593777	0.0127594	0.00421059	0.102685	0.00201146	0.0946393	0.0402432	0.118802	0.739003	0.00324805	0.00711075	0.00425151	0.0336499	0.00438109	0.00261784	0.00459154	0.0155602	0.271443	0	0.229075	0.227356	0	0.272126	0.271443	0.229075	0.227356	0.272126	0.28296	0.216458	0.216761	0.283821
9221	1	-2544220	-2544239	19.06201	0.00544801	0.0125955	0.00383348	0.102525	0.0020202	0.0951448	0.0400729	0.115152	0.731054	0.00341711	0.00757017	0.0295151	0.00780659	0.00446399	0.00273863	0.00730043	0.0144843	0.27224	0	0.229767	0.22466	0	0.273332	0.27224	0.229767	0.22466	0.273332	0.283646	0.217339	0.216435	0.28258
9222	0	-2544500	-2544519	19.0305	0.00586663	0.0131522	0.00432747	0.101965	0.00187921	0.0940153	0.0400225	0.1185	0.732703	0.00318769	0.00751838	0.00419302	0.0340735	0.0042618	0.00258881	0.00447283	0.0155657	0.27188	0	0.229488	0.226969	0	0.271663	0.27188	0.229488	0.226969	0.271663	0.282918	0.216574	0.216729	0.283779
9223	1	-2544216	-2544235	19.00913	0.00518464	0.0125767	0.00377804	0.10341	0.00193503	0.0951418	0.0405152	0.11509	0.735486	0.00334496	0.00756887	0.0295027	0.00793302	0.00438519	0.00257361	0.00715704	0.0148481	0.271609	0	0.229289	0.226403	0	0.272698	0.271609	0.229289	0.226403	0.272698	0.28364	0.216843	0.21643	0.283087
9224	0	-2544496	-2544515	19.00715	0.00592886	0.0126992	0.00454759	0.102344	0.00214971	0.0947762	0.0400927	0.118887	0.733459	0.003252	0.00713651	0.00435266	0.0340711	0.0044234	0.00265447	0.00430583	0.0155481	0.27188	0	0.229488	0.226969	0	0.271663	0.27188	0.229488	0.226969	0.271663	0.282823	0.216837	0.216656	0.283684
9225	1	-2544221	-2544240	19.05322	0.00506869	0.0125194	0.0035398	0.102428	0.00207171	0.0946264	0.0398076	0.115094	0.733382	0.00342176	0.0078541	0.0294121	0.0076746	0.00427094	0.00255609	0.00727476	0.0150196	0.271784	0	0.229558	0.226549	0	0.272109	0.271784	0.229558	0.226549	0.272109	0.283907	0.216488	0.216251	0.283354
9226	0	-2544496	-2544515	19.03351	0.00553891	0.0126651	0.00443428	0.102906	0.00207306	0.0945333	0.0397209	0.117674	0.73227	0.00341051	0.00771823	0.00444631	0.0339488	0.00432958	0.00251873	0.00445802	0.0153472	0.27135	0	0.22904	0.226526	0	0.273084	0.27135	0.22904	0.226526	0.273084	0.283228	0.216683	0.216727	0.283361
9227	1	-2544220	-2544239	19.02813	0.00544957	0.0128191	0.00381995	0.102145	0.00208201	0.095277	0.0403905	0.115475	0.733262	0.0032817	0.0075957	0.0296383	0.00755561	0.00450937	0.00275664	0.00757833	0.0148952	0.271405	0	0.230093	0.226464	0	0.272038	0.271405	0.230093	0.226464	0.272038	0.284221	0.216727	0.216489	0.282563
9228	0	-2544490	-2544509	19.02236	0.0057346	0.0126612	0.00435003	0.101433	0.00212562	0.0944553	0.0401329	0.118107	0.733531	0.00325759	0.00755539	0.00434811	0.0338655	0.00436503	0.00257424	0.00452598	0.0160853	0.271461	0	0.229134	0.226208	0	0.273197	0.271461	0.229134	0.226208	0.273197	0.283121	0.216979	0.216645	0.283254
9229	1	-2544213	-2544232	19.05802	0.00523032	0.0124392	0.00389551	0.102612	0.00197517	0.0945848	0.0402331	0.115128	0.732176	0.00329148	0.00770734	0.0292722	0.00772756	0.00428984	0.00254778	0.00741602	0.0150156	0.271083	0	0.22982	0.226196	0	0.272902	0.271083	0.22982	0.226196	0.272902	0.283264	0.216414	0.21707	0.283252
9230	0	-2544495	-2544514	19.03903	0.00572048	0.0128097	0.00431474	0.101964	0.00203732	0.0937128	0.0396995	0.118105	0.733058	0.00315266	0.00746518	0.00447144	0.0337508	0.00441751	0.00269542	0.00453961	0.0155274	0.270608	0	0.229402	0.226473	0	0.273517	0.270608	0.229402	0.226473	0.273517	0.282844	0.216766	0.216617	0.283772
9231	1	-2544215	-2544234	19.03499	0.00501452	0.0123103	0.00368671	0.102796	0.00201687	0.0955333	0.0401391	0.115666	0.733054	0.00322384	0.00774209	0.0293297	0.00776995	0.0045555	0.00265385	0.00750857	0.014845	0.272466	0	0.229384	0.225766	0	0.272384	0.272466	0.229384	0.225766	0.272384	0.283264	0.216414	0.21707	0.283252
9232	0	-2544497	-2544516	19.0603	0.00562008	0.0127398	0.00407801	0.101704	0.00191532	0.0944223	0.039821	0.118121	0.730099	0.00331067	0.00754347	0.00423851	0.0344216	0.0044149	0.00263687	0.00435198	0.0158746	0.270608	0	0.229402	0.226473	0	0.273517	0.270608	0.229402	0.226473	0.273517	0.282844	0.216766	0.216617	0.283772
9233	1	-2544219	-2544238	19.02889	0.00530703	0.0126308	0.00383952	0.103462	0.00214431	0.0955872	0.0398358	0.114897	0.733571	0.00342444	0.00747178	0.0294426	0.00760257	0.00462223	0.00250918	0.0074701	0.0146372	0.273122	0	0.229177	0.225563	0	0.272138	0.273122	0.229177	0.225563	0.272138	0.283264	0.216414	0.21707	0.283252
9234	0	-2544491	-2544510	19.03982	0.00555861	0.0126702	0.00427611	0.101568	0.00201461	0.0947498	0.0403868	0.118216	0.731769	0.00333472	0.00763556	0.00447866	0.0335832	0.00447416	0.00262309	0.00438624	0.0156361	0.271604	0	0.22915	0.22603	0	0.273216	0.271604	0.22915	0.22603	0.273216	0.282995	0.216631	0.216449	0.283924
9235	1	-2544211	-2544230	19.05034	0.00522347	0.0125311	0.00389762	0.102173	0.00208987	0.095046	0.0397793	0.115557	0.732782	0.00327837	0.00776014	0.0290103	0.00775043	0.00452401	0.00267646	0.00744372	0.0147865	0.272057	0	0.229487	0.225985	0	0.272471	0.272057	0.229487	0.225985	0.272471	0.283027	0.216655	0.21675	0.283567
9236	0	-2544502	-2544521	19.02495	0.00568196	0.0129353	0.00447472	0.101272	0.00201646	0.0954213	0.0399137	0.117775	0.733746	0.0031767	0.00741185	0.00429116	0.0332319	0.00459116	0.00267542	0.00462316	0.0156115	0.273041	0	0.229157	0.22583	0	0.271972	0.273041	0.229157	0.22583	0.271972	0.28324	0.216819	0.216637	0.283304
9237	1	-2544212	-2544231	19.04521	0.00493961	0.0127082	0.0036949	0.102424	0.00212517	0.0945415	0.039835	0.115063	0.73339	0.00335935	0.00770383	0.0294957	0.00794472	0.00440499	0.00260707	0.0074054	0.0151804	0.271769	0	0.229671	0.22587	0	0.27269	0.271769	0.229671	0.22587	0.27269	0.283181	0.216774	0.216868	0.283177
9238	0	-2544494	-2544513	19.01791	0.00565695	0.0126621	0.00432695	0.101649	0.00214596	0.0947412	0.0398574	0.11864	0.733699	0.00325848	0.00772362	0.0042543	0.0337077	0.00421421	0.00256387	0.00454322	0.0159095	0.273206	0	0.229208	0.22549	0	0.272095	0.273206	0.229208	0.22549	0.272095	0.28324	0.216819	0.216637	0.283304
9239	1	-2544216	-2544235	19.05303	0.00496172	0.0125976	0.00385113	0.102343	0.00209169	0.0947263	0.0402132	0.114726	0.733287	0.003347	0.007639	0.0289885	0.00779386	0.00454884	0.00267382	0.00729824	0.0149535	0.271718	0	0.229628	0.226014	0	0.272639	0.271718	0.229628	0.226014	0.272639	0.284213	0.216429	0.21657	0.282788
9240	0	-2544496	-2544515	18.97726	0.00576134	0.0125704	0.00416823	0.102018	0.00213695	0.0947111	0.0401892	0.117764	0.738035	0.00332923	0.00742269	0.00442097	0.0340948	0.00428495	0.00270285	0.00439777	0.0156101	0.271405	0	0.229776	0.226049	0	0.272769	0.271405	0.229776	0.226049	0.272769	0.283287	0.216805	0.216623	0.283286
9241	1	-2544220	-2544239	19.02695	0.0052845	0.0126697	0.00376364	0.102718	0.00197728	0.0944075	0.0400607	0.114813	0.735827	0.00331522	0.00796408	0.0287492	0.00752479	0.00469876	0.00256595	0.00730518	0.0150036	0.271718	0	0.229628	0.226014	0	0.272639	0.271718	0.229628	0.226014	0.272639	0.283314	0.216701	0.216842	0.283143
9242	0	-2544495	-2544514	19.03019	0.00548485	0.0125913	0.00452847	0.101643	0.00204976	0.0946355	0.0403821	0.119127	0.731561	0.00329619	0.0078701	0.0042948	0.033605	0.00442774	0.00262507	0.0045169	0.0156864	0.270138	0	0.230176	0.226442	0	0.273244	0.270138	0.230176	0.226442	0.273244	0.283287	0.216805	0.216623	0.283286
9243	1	-2544219	-2544238	19.01458	0.00521531	0.0124976	0.00400734	0.102812	0.00202824	0.0953309	0.0399832	0.114111	0.735787	0.00334321	0.00794641	0.0292217	0.00803042	0.00470713	0.00259387	0.00738194	0.0148882	0.271602	0	0.22953	0.225918	0	0.27295	0.271602	0.22953	0.225918	0.27295	0.283274	0.216812	0.216811	0.283102
9244	0	-2544491	-2544510	19.03054	0.00557272	0.0126818	0.00433204	0.101759	0.00209911	0.0946999	0.0397713	0.117811	0.732989	0.00336785	0.00750138	0.00424311	0.0341072	0.00450641	0.00265322	0.00448243	0.0157126	0.270391	0	0.230392	0.226655	0	0.272563	0.270391	0.230392	0.226655	0.272563	0.283287	0.216805	0.216623	0.283286
9245	1	-2544212	-2544231	19.01571	0.00507832	0.0127668	0.00379395	0.103161	0.00197758	0.0946549	0.0401117	0.115214	0.734778	0.00335804	0.00777901	0.0294535	0.00799006	0.00461151	0.0026764	0.00754444	0.0148245	0.271602	0	0.22953	0.225918	0	0.27295	0.271602	0.22953	0.225918	0.27295	0.283274	0.216812	0.216811	0.283102
9246	0	-2544501	-2544520	18.98731	0.0056044	0.0126923	0.00450723	0.101971	0.00197848	0.0949415	0.0399038	0.117681	0.737208	0.00335912	0.0073709	0.00428494	0.0340339	0.00422463	0.00262448	0.00434424	0.0158816	0.271515	0	0.230158	0.227597	0	0.27073	0.271515	0.230158	0.227597	0.27073	0.283414	0.216452	0.21672	0.283413
9247	1	-2544214	-2544233	19.06798	0.00493307	0.0126136	0.00395151	0.101575	0.00203861	0.0943402	0.0398223	0.114605	0.733151	0.00331986	0.00765888	0.0292257	0.00798576	0.00448641	0.00262327	0.00725117	0.0149644	0.272143	0	0.229534	0.226461	0	0.271862	0.272143	0.229534	0.226461	0.271862	0.283432	0.216374	0.216933	0.283261
