Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er_trans[1]	er_trans[2]	er_trans[3]	er_trans[4]	pi[1]	pi[2]	pi[3]	pi[4]
547	1	-2544215	-2544234	19.03557	0.0052739	0.0127933	0.0038251	0.102596	0.00207244	0.0953663	0.0399533	0.115053	0.733469	0.003179	0.00763613	0.0292662	0.00798802	0.0044787	0.00256354	0.00732299	0.0149488	0.270905	0	0.230409	0.226214	0	0.272472	0.270905	0.230409	0.226214	0.272472	0.281995	0.216672	0.217541	0.283792
548	0	-2544492	-2544511	19.01797	0.00584096	0.0125148	0.00448083	0.102229	0.00203119	0.0948041	0.0400699	0.118011	0.733177	0.00325649	0.00744199	0.00440336	0.0342078	0.00437703	0.00265928	0.00433644	0.015706	0.272658	0	0.230702	0.224854	0	0.271786	0.272658	0.230702	0.224854	0.271786	0.282945	0.216828	0.217113	0.283114
549	1	-2544223	-2544242	19.02591	0.00524394	0.01234	0.00381417	0.103225	0.00210544	0.0954482	0.0400415	0.115083	0.733357	0.00353272	0.00766293	0.0293429	0.00812652	0.00449541	0.00258629	0.00725537	0.0150919	0.270905	0	0.230409	0.226214	0	0.272472	0.270905	0.230409	0.226214	0.272472	0.282238	0.216958	0.216769	0.284036
550	0	-2544500	-2544519	19.01672	0.00553048	0.0124106	0.00413852	0.101806	0.00201817	0.0938165	0.0403174	0.119371	0.734005	0.00332571	0.00751037	0.00419596	0.0344735	0.00431502	0.00258985	0.00425068	0.0155975	0.273131	0	0.229368	0.225244	0	0.272257	0.273131	0.229368	0.225244	0.272257	0.282945	0.216828	0.217113	0.283114
551	1	-2544223	-2544242	19.05516	0.00537795	0.0127317	0.00395793	0.103247	0.00209337	0.0949667	0.0402701	0.114256	0.732647	0.00316772	0.00750834	0.0287555	0.00784947	0.00448421	0.00261945	0.00715796	0.0147381	0.272691	0	0.23064	0.225141	0	0.271528	0.272691	0.23064	0.225141	0.271528	0.282238	0.216958	0.216769	0.284036
552	0	-2544496	-2544515	19.0001	0.0057708	0.0124737	0.00445972	0.102218	0.00218131	0.0938518	0.0401999	0.119135	0.735144	0.0032445	0.0072833	0.00432778	0.0339326	0.00436727	0.00254245	0.00463381	0.0155677	0.271233	0	0.23005	0.225794	0	0.272922	0.271233	0.23005	0.225794	0.272922	0.28301	0.216878	0.216934	0.283179
553	1	-2544216	-2544235	19.02915	0.00540597	0.012517	0.00389913	0.102787	0.00201756	0.0947791	0.0403799	0.115264	0.733535	0.00327895	0.00781732	0.0297715	0.00774676	0.00438275	0.00260949	0.00729281	0.0149442	0.272643	0	0.230774	0.225102	0	0.271481	0.272643	0.230774	0.225102	0.271481	0.282716	0.217325	0.217136	0.282823
554	0	-2544496	-2544515	19.01964	0.0057853	0.0126621	0.00435325	0.10255	0.0020819	0.0944415	0.0397527	0.118258	0.733646	0.00317934	0.00704379	0.00438298	0.0340344	0.00447148	0.0027494	0.00438751	0.0156011	0.271226	0	0.229385	0.226064	0	0.273325	0.271226	0.229385	0.226064	0.273325	0.283122	0.216888	0.216944	0.283046
555	1	-2544220	-2544239	19.04913	0.00496467	0.0127145	0.00387419	0.102284	0.00222403	0.0947692	0.0405747	0.115722	0.731963	0.00336881	0.00737165	0.0292174	0.00793584	0.00446563	0.00254344	0.00729359	0.0151439	0.272191	0	0.230391	0.226386	0	0.271031	0.272191	0.230391	0.226386	0.271031	0.283119	0.216209	0.217446	0.283226
556	0	-2544494	-2544513	19.02893	0.00568176	0.0128469	0.00432652	0.101629	0.00216904	0.0940037	0.0402414	0.118679	0.732539	0.00325329	0.00762407	0.00435384	0.0338118	0.00445528	0.00272058	0.00427336	0.0158417	0.271226	0	0.229385	0.226064	0	0.273325	0.271226	0.229385	0.226064	0.273325	0.283117	0.216884	0.21694	0.283059
557	1	-2544220	-2544239	19.05166	0.0052435	0.0127845	0.00396304	0.102804	0.00193651	0.0950118	0.0394049	0.114654	0.733476	0.00337872	0.00776287	0.029172	0.00739008	0.00445522	0.0026985	0.00728599	0.0147555	0.272026	0	0.230252	0.226249	0	0.271473	0.272026	0.230252	0.226249	0.271473	0.282932	0.216266	0.217502	0.2833
558	0	-2544492	-2544511	19.01438	0.00578506	0.0127097	0.00433731	0.101932	0.00207244	0.0947737	0.0399182	0.118804	0.733007	0.00338343	0.00732215	0.00446368	0.0345352	0.00434227	0.00259482	0.00433507	0.015589	0.271596	0	0.229415	0.226093	0	0.272897	0.271596	0.229415	0.226093	0.272897	0.283363	0.216204	0.217128	0.283305
559	1	-2544216	-2544235	19.05449	0.00520058	0.0128865	0.00394029	0.101643	0.00208701	0.0946705	0.0398182	0.115092	0.733114	0.00325508	0.00747203	0.0293031	0.00801464	0.00446954	0.00262079	0.00748547	0.0148215	0.272134	0	0.230667	0.225236	0	0.271963	0.272134	0.230667	0.225236	0.271963	0.282903	0.216244	0.217583	0.283271
560	0	-2544495	-2544514	19.05329	0.00563642	0.0125725	0.00439449	0.101709	0.00197619	0.0946606	0.0396456	0.118403	0.731177	0.00340651	0.00731865	0.00408655	0.033686	0.00441882	0.00262918	0.0044386	0.0158546	0.271596	0	0.229415	0.226093	0	0.272897	0.271596	0.229415	0.226093	0.272897	0.283304	0.21616	0.217289	0.283247
561	1	-2544219	-2544238	19.03208	0.00531597	0.0126302	0.0037809	0.102208	0.0020703	0.0950668	0.0406832	0.114628	0.734984	0.00328694	0.00756224	0.0293836	0.00772841	0.0044887	0.00256701	0.00694785	0.0148039	0.27182	0	0.230398	0.226137	0	0.271645	0.27182	0.230398	0.226137	0.271645	0.282534	0.216415	0.217555	0.283496
562	0	-2544493	-2544512	19.00196	0.00565695	0.0127679	0.00443661	0.101954	0.00204029	0.0946163	0.0403663	0.119086	0.73361	0.00338486	0.00772874	0.00436832	0.033634	0.00447914	0.00258944	0.00448994	0.0159386	0.271596	0	0.229415	0.226093	0	0.272897	0.271596	0.229415	0.226093	0.272897	0.283726	0.216324	0.216488	0.283461
563	1	-2544216	-2544235	19.03346	0.00514283	0.0128153	0.00393951	0.102605	0.00210625	0.0957359	0.0400386	0.115563	0.732647	0.00333226	0.00757261	0.0289342	0.00782791	0.00445362	0.00259485	0.00746491	0.0152244	0.27182	0	0.230398	0.226137	0	0.271645	0.27182	0.230398	0.226137	0.271645	0.28261	0.216204	0.217613	0.283572
564	0	-2544499	-2544518	19.01473	0.00595571	0.0126079	0.0044975	0.102028	0.00196209	0.0939982	0.0401596	0.118292	0.734344	0.00353595	0.00733725	0.00428556	0.0335857	0.00446659	0.00261604	0.00441315	0.0157855	0.272813	0	0.229644	0.225704	0	0.271839	0.272813	0.229644	0.225704	0.271839	0.283615	0.216239	0.216403	0.283743
565	1	-2544225	-2544245	19.02326	0.00555055	0.0125211	0.00376794	0.102373	0.00202259	0.0958992	0.0405924	0.114885	0.734063	0.00321663	0.00752206	0.0291483	0.00764034	0.00456948	0.00253967	0.00775813	0.0149477	0.272358	0	0.228877	0.226584	0	0.272182	0.272358	0.228877	0.226584	0.272182	0.282222	0.217281	0.217315	0.283183
566	0	-2544495	-2544514	19.0398	0.00519562	0.0126807	0.00447702	0.101945	0.00208267	0.0940322	0.03974	0.11832	0.732312	0.00325259	0.00777483	0.00426349	0.033946	0.00437955	0.00260691	0.00462647	0.015728	0.27167	0	0.230005	0.226059	0	0.272266	0.27167	0.230005	0.226059	0.272266	0.282292	0.216553	0.216998	0.284156
567	1	-2544217	-2544236	19.02098	0.00542798	0.0124709	0.0038669	0.102808	0.00213655	0.0952653	0.0402784	0.115147	0.734694	0.00340516	0.00764517	0.0295262	0.00736987	0.00451979	0.0025453	0.00743736	0.0147031	0.271279	0	0.229216	0.226919	0	0.272586	0.271279	0.229216	0.226919	0.272586	0.283676	0.217093	0.216292	0.282939
568	0	-2544497	-2544516	18.99563	0.00567828	0.0128212	0.00448172	0.102612	0.0022023	0.0949515	0.0401586	0.118328	0.733779	0.00338096	0.00747477	0.00449619	0.0341617	0.00443424	0.0025966	0.00437092	0.0158527	0.271776	0	0.230153	0.226204	0	0.271868	0.271776	0.230153	0.226204	0.271868	0.282254	0.216565	0.21701	0.284171
569	1	-2544214	-2544233	19.0361	0.00512266	0.0127339	0.00401236	0.102772	0.0020159	0.0944881	0.039986	0.115181	0.733715	0.00337165	0.00760505	0.0297322	0.00784006	0.00447684	0.0026294	0.0072175	0.0148346	0.272333	0	0.228967	0.225934	0	0.272765	0.272333	0.228967	0.225934	0.272765	0.28354	0.216989	0.216189	0.283282
570	0	-2544503	-2544522	19.03159	0.00564698	0.0128161	0.00407891	0.101527	0.00208296	0.0941892	0.0403856	0.118975	0.731781	0.00359768	0.00740434	0.00433227	0.0342302	0.00423792	0.00259464	0.00463922	0.0156656	0.271776	0	0.230153	0.226204	0	0.271868	0.271776	0.230153	0.226204	0.271868	0.283572	0.216167	0.216611	0.283649
571	1	-2544217	-2544236	19.03372	0.00511147	0.0128947	0.00376034	0.102598	0.00204982	0.0955893	0.0404111	0.115428	0.732174	0.00323989	0.00748676	0.0296656	0.0080205	0.0045232	0.00272946	0.00752122	0.0147685	0.271422	0	0.230783	0.225178	0	0.272616	0.271422	0.230783	0.225178	0.272616	0.283367	0.216857	0.216668	0.283109
572	0	-2544495	-2544514	19.03773	0.00556179	0.0126062	0.00426245	0.101532	0.00206801	0.0944606	0.0401828	0.118877	0.732338	0.00340863	0.00748538	0.00441491	0.033483	0.00432316	0.00265788	0.00427521	0.0156337	0.271859	0	0.229593	0.226273	0	0.272275	0.271859	0.229593	0.226273	0.272275	0.282077	0.216742	0.21701	0.284171
573	1	-2544217	-2544236	19.05594	0.00518866	0.0126425	0.00387124	0.102411	0.00199243	0.0950899	0.0403674	0.114954	0.732165	0.00329858	0.00744161	0.029125	0.00779148	0.00457528	0.00263637	0.00705924	0.015139	0.27142	0	0.230782	0.225184	0	0.272614	0.27142	0.230782	0.225184	0.272614	0.283179	0.216461	0.217438	0.282921
574	0	-2544503	-2544522	19.00321	0.0058464	0.0124871	0.00452572	0.101438	0.00205089	0.0946508	0.0396836	0.119438	0.73509	0.00317488	0.00763914	0.00434979	0.0335249	0.00425123	0.00252606	0.0044727	0.0158732	0.271895	0	0.22826	0.226862	0	0.272983	0.271895	0.22826	0.226862	0.272983	0.28373	0.216	0.217072	0.283198
575	1	-2544219	-2544238	19.00698	0.00497573	0.0124465	0.0038858	0.102299	0.00198822	0.095478	0.0399866	0.115274	0.736078	0.00328916	0.00794318	0.0292991	0.00783331	0.00442736	0.0026976	0.00758714	0.0151574	0.272113	0	0.228819	0.225758	0	0.27331	0.272113	0.228819	0.225758	0.27331	0.283179	0.216461	0.217438	0.282921
576	0	-2544493	-2544512	19.01167	0.00580894	0.0126429	0.00435018	0.1023	0.00198533	0.095001	0.0402088	0.118865	0.732389	0.00333214	0.00748041	0.00439153	0.0339183	0.00433825	0.0026808	0.00452436	0.0159601	0.271601	0	0.229442	0.226822	0	0.272135	0.271601	0.229442	0.226822	0.272135	0.28373	0.216	0.217072	0.283198
577	1	-2544220	-2544239	19.03059	0.0051933	0.0124995	0.00375618	0.102442	0.00205589	0.095643	0.0403733	0.114415	0.734774	0.00335463	0.00768209	0.0290738	0.00751749	0.00443542	0.00253648	0.00741881	0.0151141	0.273163	0	0.229703	0.225356	0	0.271778	0.273163	0.229703	0.225356	0.271778	0.282328	0.217663	0.216923	0.283085
578	0	-2544498	-2544517	19.02964	0.00606022	0.0125103	0.00417934	0.102042	0.00200552	0.0941422	0.0404072	0.118621	0.732039	0.00335381	0.00739014	0.00420826	0.0342079	0.00439555	0.00256603	0.00454061	0.0157098	0.271258	0	0.230415	0.226535	0	0.271791	0.271258	0.230415	0.226535	0.271791	0.283836	0.21608	0.21678	0.283303
579	1	-2544220	-2544239	19.0162	0.00513903	0.012822	0.00383807	0.103075	0.00200627	0.0953071	0.0405055	0.115025	0.734836	0.00326831	0.00764736	0.0294517	0.00809819	0.00427912	0.00248595	0.00703295	0.0149057	0.27107	0	0.230338	0.226063	0	0.272529	0.27107	0.230338	0.226063	0.272529	0.282373	0.217698	0.216798	0.283131
580	0	-2544498	-2544517	19.0376	0.00558436	0.0127734	0.00443487	0.101837	0.00212698	0.0946361	0.0400976	0.11824	0.731748	0.00314149	0.0077911	0.00449369	0.0337135	0.00418851	0.00270918	0.00436033	0.0157064	0.271511	0	0.229827	0.225956	0	0.272706	0.271511	0.229827	0.225956	0.272706	0.283497	0.215918	0.217494	0.283091
581	1	-2544220	-2544239	19.0143	0.0052035	0.0127031	0.00385831	0.103794	0.00209089	0.0945686	0.0405808	0.115141	0.735103	0.00322147	0.00757364	0.0291905	0.00778932	0.00438023	0.00256886	0.00750183	0.0146448	0.271676	0	0.230853	0.224333	0	0.273138	0.271676	0.230853	0.224333	0.273138	0.282373	0.217698	0.216798	0.283131
582	0	-2544495	-2544514	19.04021	0.00562796	0.0126586	0.00448722	0.101477	0.002185	0.0943808	0.0402126	0.118586	0.7318	0.0034353	0.00752287	0.00432702	0.0338438	0.00430518	0.00249537	0.00444169	0.0155368	0.27163	0	0.229487	0.226056	0	0.272826	0.27163	0.229487	0.226056	0.272826	0.283453	0.215884	0.217105	0.283559
583	1	-2544221	-2544240	19.02879	0.00527081	0.0129626	0.00368582	0.102547	0.00194781	0.0947416	0.0400569	0.115462	0.734357	0.00333077	0.00777054	0.0296118	0.00775057	0.00437833	0.00267578	0.00717669	0.0147393	0.272301	0	0.229261	0.224849	0	0.273589	0.272301	0.229261	0.224849	0.273589	0.282118	0.217501	0.216602	0.28378
584	0	-2544496	-2544515	18.99779	0.00569523	0.01286	0.00431021	0.101693	0.00199223	0.0948491	0.0402398	0.118648	0.734423	0.00326241	0.00756293	0.00457632	0.0340231	0.00459645	0.00271491	0.00443092	0.0156879	0.271825	0	0.229652	0.22746	0	0.271063	0.271825	0.229652	0.22746	0.271063	0.283487	0.216516	0.216815	0.283181
585	1	-2544220	-2544239	19.06824	0.00528911	0.0128159	0.00380957	0.10297	0.00212173	0.094455	0.0399919	0.11544	0.730008	0.00332006	0.00764905	0.0292106	0.00776531	0.00458667	0.00263294	0.00728765	0.0151662	0.273145	0	0.229368	0.226075	0	0.271412	0.273145	0.229368	0.226075	0.271412	0.282118	0.217501	0.216602	0.28378
586	0	-2544500	-2544519	19.0508	0.00575251	0.0125197	0.00448628	0.101569	0.00211575	0.0946559	0.0397633	0.118418	0.731512	0.00327902	0.00762801	0.00428391	0.0336112	0.00446537	0.00245716	0.00419135	0.0155555	0.271587	0	0.229506	0.227585	0	0.271322	0.271587	0.229506	0.227585	0.271322	0.283487	0.216516	0.216815	0.283181
587	1	-2544217	-2544236	19.03989	0.00525601	0.0128591	0.00389911	0.10264	0.00199847	0.0951592	0.0403883	0.115155	0.733492	0.00332772	0.00763271	0.0290183	0.00746771	0.00440763	0.00264705	0.00723742	0.0147686	0.273415	0	0.228605	0.226299	0	0.271681	0.273415	0.228605	0.226299	0.271681	0.28262	0.215997	0.217349	0.284035
588	0	-2544498	-2544517	19.07272	0.00546303	0.0127712	0.00416539	0.101822	0.00213479	0.0937996	0.040158	0.118066	0.729276	0.00342307	0.00747292	0.00427267	0.0339952	0.00446977	0.00257725	0.00432585	0.0158784	0.271635	0	0.229547	0.227447	0	0.271371	0.271635	0.229547	0.227447	0.271371	0.283487	0.216516	0.216815	0.283181
589	1	-2544220	-2544239	19.05319	0.00508092	0.0128079	0.00393329	0.102796	0.00201383	0.0946584	0.0397895	0.114417	0.7325	0.0032727	0.00765434	0.0299244	0.00760934	0.00441599	0.00250537	0.00753069	0.0151147	0.271967	0	0.229422	0.225958	0	0.272652	0.271967	0.229422	0.225958	0.272652	0.282568	0.216183	0.21697	0.284279
590	0	-2544496	-2544515	19.01275	0.00555429	0.0126025	0.00420916	0.101869	0.00207666	0.0949519	0.0399861	0.11802	0.734959	0.00333321	0.0074028	0.00431708	0.0339127	0.00438268	0.00253293	0.00430388	0.0156551	0.270532	0	0.228615	0.226635	0	0.274218	0.270532	0.228615	0.226635	0.274218	0.283825	0.216774	0.215884	0.283518
591	1	-2544213	-2544232	19.06217	0.0052209	0.0126322	0.00382487	0.102338	0.00205486	0.0946462	0.0399035	0.114779	0.731861	0.0032788	0.00767506	0.0297052	0.00778387	0.00460814	0.00270049	0.00727733	0.0148377	0.27241	0	0.229957	0.226268	0	0.271365	0.27241	0.229957	0.226268	0.271365	0.282898	0.216472	0.217598	0.283033
592	0	-2544494	-2544513	19.03676	0.0055801	0.0125512	0.00420705	0.102059	0.00195994	0.0942792	0.0400082	0.118821	0.732116	0.00327325	0.00749718	0.00430657	0.0337246	0.00431887	0.00258904	0.00452799	0.0158486	0.270793	0	0.229005	0.226854	0	0.273348	0.270793	0.229005	0.226854	0.273348	0.283825	0.216774	0.215884	0.283518
593	1	-2544217	-2544236	19.02247	0.00531149	0.0127158	0.00382966	0.102442	0.00198585	0.0949135	0.0401276	0.115741	0.734612	0.00322436	0.00776194	0.0296836	0.00759648	0.00457538	0.00249037	0.00741756	0.014668	0.271188	0	0.229767	0.226876	0	0.27217	0.271188	0.229767	0.226876	0.27217	0.283026	0.216116	0.217697	0.283161
594	0	-2544493	-2544512	19.0173	0.00575149	0.0126125	0.00421042	0.10176	0.00204358	0.0947392	0.0404245	0.118334	0.733171	0.00327513	0.00732542	0.00448287	0.0340151	0.00454547	0.00261024	0.00446961	0.0158437	0.270646	0	0.229349	0.22673	0	0.273276	0.270646	0.229349	0.22673	0.273276	0.283825	0.216774	0.215884	0.283518
595	1	-2544223	-2544242	19.00514	0.00496212	0.0127031	0.00395896	0.103518	0.00211877	0.0958664	0.0403696	0.115717	0.73404	0.00328675	0.00776321	0.0294894	0.00803041	0.00456264	0.00250174	0.00726158	0.0146807	0.271841	0	0.230184	0.227394	0	0.270582	0.271841	0.230184	0.227394	0.270582	0.282505	0.217171	0.217464	0.282859
596	0	-2544499	-2544518	19.04843	0.00545236	0.0125909	0.00437589	0.101671	0.00208424	0.0946331	0.040715	0.11826	0.730565	0.0032627	0.00756178	0.00441856	0.0338718	0.00421847	0.00264831	0.00462345	0.0155473	0.273651	0	0.230098	0.225328	0	0.270923	0.273651	0.230098	0.225328	0.270923	0.283083	0.216508	0.217632	0.282777
597	1	-2544219	-2544238	19.0439	0.00510229	0.0124328	0.00379475	0.103189	0.0020461	0.0955555	0.0399701	0.115259	0.732605	0.00336742	0.00763803	0.0290197	0.00767612	0.00434859	0.00258856	0.00753101	0.014829	0.27213	0	0.231719	0.224327	0	0.271824	0.27213	0.231719	0.224327	0.271824	0.282685	0.216984	0.217292	0.283039
598	0	-2544497	-2544516	19.02783	0.00569378	0.0125577	0.00434164	0.101822	0.00205111	0.0947222	0.0407861	0.118424	0.731758	0.00327527	0.00766673	0.00426347	0.0341039	0.00430929	0.00252425	0.00449308	0.0157679	0.273187	0	0.229707	0.226643	0	0.270464	0.273187	0.229707	0.226643	0.270464	0.283083	0.216508	0.217632	0.282777
599	1	-2544222	-2544241	19.04652	0.0050904	0.0125787	0.00405351	0.102932	0.00198541	0.0943273	0.0397044	0.116429	0.732489	0.0033311	0.0078387	0.0289388	0.00780302	0.0045067	0.00258683	0.00740404	0.0146919	0.271094	0	0.230837	0.227281	0	0.270789	0.271094	0.230837	0.227281	0.270789	0.282685	0.216984	0.217292	0.283039
600	0	-2544498	-2544517	19.0517	0.00563497	0.0127683	0.00441194	0.101008	0.00204398	0.0943815	0.0397766	0.118826	0.730919	0.00332872	0.00729802	0.00430091	0.0342979	0.00450343	0.00259818	0.00430941	0.0157676	0.271126	0	0.227802	0.227622	0	0.273449	0.271126	0.227802	0.227622	0.273449	0.283446	0.216785	0.216629	0.283139
601	1	-2544223	-2544242	19.04772	0.00538117	0.012447	0.00396731	0.101963	0.00204076	0.0949518	0.0396743	0.115651	0.733771	0.00340777	0.0073349	0.0290339	0.00790116	0.00445946	0.00263977	0.00707489	0.0148728	0.271567	0	0.229494	0.227678	0	0.271261	0.271567	0.229494	0.227678	0.271261	0.282894	0.216404	0.217452	0.283249
602	0	-2544494	-2544513	19.03134	0.00579849	0.0128238	0.00421495	0.102006	0.00206323	0.0941079	0.0402242	0.118403	0.732091	0.00322449	0.00736439	0.00430089	0.0344258	0.00439611	0.00257095	0.0044533	0.015741	0.271702	0	0.227899	0.22635	0	0.274048	0.271702	0.227899	0.22635	0.274048	0.283446	0.216785	0.216629	0.283139
603	1	-2544224	-2544243	19.05135	0.00527211	0.0126198	0.00380349	0.10358	0.00192673	0.0951755	0.0399685	0.114064	0.73269	0.00342448	0.0076113	0.0292101	0.00770687	0.00450657	0.00256534	0.00761943	0.0144636	0.271612	0	0.230579	0.226501	0	0.271307	0.271612	0.230579	0.226501	0.271307	0.28216	0.216687	0.216888	0.284266
604	0	-2544502	-2544521	19.04037	0.00545053	0.0125344	0.00433476	0.101882	0.00209489	0.0941544	0.0397547	0.118199	0.732249	0.00348816	0.00807048	0.00423932	0.0335038	0.00442295	0.00256557	0.00468393	0.015679	0.272372	0	0.228461	0.226908	0	0.272259	0.272372	0.228461	0.226908	0.272259	0.283482	0.216813	0.216657	0.283048
605	1	-2544222	-2544241	19.05391	0.00512334	0.0129898	0.00378677	0.102583	0.00208358	0.0948956	0.0400561	0.115416	0.731895	0.00331654	0.0075325	0.0290567	0.00810077	0.00469597	0.00259468	0.00720653	0.0146194	0.273078	0	0.230132	0.226062	0	0.270729	0.273078	0.230132	0.226062	0.270729	0.282389	0.21605	0.217064	0.284497
606	0	-2544500	-2544519	19.00639	0.00584395	0.0124445	0.00449408	0.101752	0.00200385	0.095659	0.04005	0.118368	0.733973	0.00322425	0.0074285	0.00442847	0.0336965	0.00439456	0.00279825	0.00438427	0.0157614	0.27256	0	0.228619	0.227065	0	0.271757	0.27256	0.228619	0.227065	0.271757	0.283482	0.216813	0.216657	0.283048
607	1	-2544221	-2544240	19.02974	0.00520276	0.0125437	0.00375299	0.10273	0.00202359	0.0955003	0.0403309	0.114848	0.734335	0.00331269	0.00749919	0.0287949	0.00763389	0.00459204	0.00267302	0.00734824	0.0152489	0.273569	0	0.22869	0.225689	0	0.272052	0.273569	0.22869	0.225689	0.272052	0.282947	0.216024	0.217039	0.28399
608	0	-2544497	-2544516	19.01262	0.00575273	0.0128025	0.00433224	0.100992	0.00198599	0.094545	0.0405604	0.118353	0.734733	0.00325537	0.00721376	0.00428603	0.0340304	0.00434833	0.00263732	0.00428647	0.015967	0.271828	0	0.228122	0.226572	0	0.273478	0.271828	0.228122	0.226572	0.273478	0.283482	0.216813	0.216657	0.283048
609	1	-2544222	-2544241	19.07396	0.00502015	0.0127868	0.00373447	0.102682	0.0020323	0.0950089	0.0405667	0.115055	0.729435	0.00339339	0.00768034	0.0293149	0.00793034	0.00458372	0.00271749	0.00732558	0.0146811	0.273899	0	0.2291	0.224621	0	0.27238	0.273899	0.2291	0.224621	0.27238	0.282999	0.216064	0.216895	0.284042
610	0	-2544492	-2544511	19.03783	0.00572787	0.0127665	0.00436722	0.101499	0.00201289	0.0943792	0.0401813	0.11816	0.73218	0.00335894	0.00759751	0.00426691	0.0337913	0.00438997	0.00258774	0.00444603	0.0158482	0.270687	0	0.231363	0.225621	0	0.272329	0.270687	0.231363	0.225621	0.272329	0.28324	0.216886	0.21673	0.283143
611	1	-2544219	-2544238	19.06817	0.00508061	0.0125704	0.00378914	0.101708	0.00211742	0.0954784	0.0401977	0.114544	0.731759	0.00328381	0.00756603	0.0290247	0.00764036	0.00452288	0.0025889	0.00759847	0.015057	0.27268	0	0.229132	0.225787	0	0.272401	0.27268	0.229132	0.225787	0.272401	0.283752	0.216319	0.217152	0.282777
612	0	-2544496	-2544515	19.01282	0.0058661	0.0125735	0.00448408	0.10121	0.00199583	0.0940887	0.0400834	0.118951	0.735278	0.00325295	0.00716001	0.00440292	0.0337786	0.00429552	0.00271876	0.00443374	0.0154886	0.270263	0	0.230456	0.226241	0	0.27304	0.270263	0.230456	0.226241	0.27304	0.282865	0.217	0.216844	0.283292
613	1	-2544213	-2544232	19.03765	0.00509027	0.0126596	0.00388104	0.102199	0.00202285	0.0947318	0.0404777	0.115933	0.733331	0.00333762	0.00765958	0.0291646	0.00776681	0.0045623	0.00253972	0.00729939	0.0149224	0.27115	0	0.229614	0.226262	0	0.272974	0.27115	0.229614	0.226262	0.272974	0.283575	0.21657	0.216751	0.283105
